Gene Synonym	Gene name	Gene type	Gene stable ID	Gene description
2700087H15RIK	MIER2	gene	HOM:51875082	MGI
2700087I09RIK	BHLHB9	gene	HOM:51887602	MGI
2700088M07RIK	2700088M07RIK	gene	MGI:1919867	MGI
2700088M22RIK	ZCRB1	gene	HOM:51879387	MGI
2700088P18RIK	2700088P18RIK	gene	MGI:1917492	MGI
2700089A17RIK	RBMX2	gene	HOM:51876991	MGI
2700089B10RIK	DUS4L	gene	HOM:51884729	MGI
2700089E24RIK	SMIM10L1	gene	HOM:51890072	MGI
2700089I24RIK	2700089I24RIK	gene	MGI:1919897	MGI
2700090M07RIK	TNRC6B	gene	HOM:51873659	MGI
2700090O03RIK	SMIM18	gene	HOM:51881117	MGI
2700091C21RIK	TDRKH	gene	HOM:51881580	MGI
2700091H24RIK	MASTL	gene	HOM:51877143	MGI
2700091N06RIK	CCDC77	gene	HOM:51883302	MGI
2700092A01RIK	UBAP1	gene	HOM:51884116	MGI
2700092H06RIK	N4BP2L2	gene	HOM:51880836	MGI
2700094C18RIK	TAGLN2	gene	HOM:51871569	MGI
2700094F01RIK	TMEM209	gene	HOM:51874666	MGI
2700094G22RIK	CUTA	gene	HOM:51887065	MGI
2700094K13RIK	SELENOH	gene	HOM:51871857	MGI
2700094L05RIK	CCDC12	gene	HOM:51882792	MGI
2700097O09RIK	METTL28	gene	HOM:51885326	MGI
2700099C19RIK	PDZD11	gene	HOM:51884569	MGI
274TNR	L15R11	gene	MGI:3053539	MGI
27KDA	HSPB2	gene	HOM:51883239	MGI
27KDA	HSPB3	gene	HOM:51880547	MGI
2810001A02RIK	2810001A02RIK	gene	MGI:1919396	MGI
2810001G20RIK	2810001G20RIK	gene	MGI:1913706	MGI
2810001M05RIK	SF3B1	gene	HOM:51881709	MGI
2810002B19RIK	POLR2I	gene	HOM:51882921	MGI
2810002D13RIK	LRRC57	gene	HOM:51884767	MGI
2810002D19RIK	2810002D19RIK	gene	MGI:1913707	MGI
2810002D23RIK	ZFAND4	gene	HOM:51870760	MGI
2810002E22RIK	OLFML3	gene	HOM:51878176	MGI
2810002G02RIK	SRRD	gene	HOM:51883581	MGI
2810002I04RIK	ZC2HC1C	gene	HOM:51873910	MGI
2810002J11RIK	SCOC	gene	HOM:51874567	MGI
2810002N01RIK	COA8	gene	HOM:51870793	MGI
2810002O05RIK	SFXN1	gene	HOM:51882741	MGI
2810002O09RIK	AMER1	gene	HOM:51873888	MGI
2810002P21RIK	TTC4	gene	HOM:51884147	MGI
2810003C17RIK	AIF1L	gene	HOM:51870640	MGI
2810003F23RIK	ENTPD7	gene	HOM:51887318	MGI
2810003H13RIK	PGPEP1	gene	HOM:51876757	MGI
2810003K23RIK	DNAH17	gene	HOM:51887240	MGI
2810003O05RIK	VRK2	gene	HOM:51890809	MGI
2810004A10RIK	IL17RD	gene	HOM:51871561	MGI
2810004D21RIK	PHIP	gene	HOM:51877084	MGI
2810004E07RIK	TRIM37	gene	HOM:51874686	MGI
2810004I08RIK	2810004I08RIK	gene	MGI:1917182	MGI
2810004N20RIK	PTPMT1	gene	HOM:51876906	MGI
2810004N23RIK	FSAF1	gene	HOM:51883973	MGI
2810005O12RIK	SIKE1	gene	HOM:51879970	MGI
2810006K23RIK	MTRFR	gene	HOM:51871261	MGI
2810007J24RIK	SULT2A8	gene	HOM:51876395	MGI
2810008D09RIK	SNHG20	gene	HOM:51890106	MGI
2810008M24RIK	SMIM15	gene	HOM:51883753	MGI
2810008P14RIK	LRCH4	gene	HOM:51881223	MGI
2810009A01RIK	RPL23	gene	HOM:51874035	MGI
2810009A20RIK	OGA	gene	HOM:51875115	MGI
2810009D21RIK	RPS25	gene	HOM:51884487	MGI
2810009O15RIK	D3ERTD751E	gene	HOM:51871256	MGI
2810011A17RIK	RAB32	gene	HOM:51871973	MGI
2810011C24RIK	MYNN	gene	HOM:51882440	MGI
2810011D23RIK	CAMK2D	gene	HOM:51871340	MGI
2810011G06RIK	IGFBPL1	gene	HOM:51887748	MGI
2810011H21RIK	EIF5	gene	HOM:51874189	MGI
2810011I19RIK	EIF4EBP2	gene	HOM:51873784	MGI
2810011K15RIK	SNX24	gene	HOM:51883306	MGI
2810011L15RIK	TIMM9	gene	HOM:51885098	MGI
2810011L19RIK	TUNAR	gene	HOM:51877576	MGI
2810011M03RIK	NUP160	gene	HOM:51884402	MGI
2810011M06RIK	ING2	gene	HOM:51875101	MGI
2810011M08RIK	ARHGAP12	gene	HOM:51870822	MGI
2810011N17RIK	ORMDL3	gene	HOM:51882848	MGI
2810011O19RIK	SCYL1	gene	HOM:51875672	MGI
2810012B06RIK	PLAAT1	gene	HOM:51876339	MGI
2810012D02RIK	METTL1	gene	HOM:51882953	MGI
2810012F10RIK	TBX18	gene	HOM:51885092	MGI
2810012G03RIK	FAM53C	gene	HOM:51883939	MGI
2810012G08RIK	SPECC1	gene	HOM:51880389	MGI
2810012H18RIK	CCDC6	gene	HOM:51872079	MGI
2810012K09RIK	PRPF40A	gene	HOM:51874118	MGI
2810012K13RIK	SECISBP2	gene	HOM:51877085	MGI
2810012L14RIK	MTIF3	gene	HOM:51874990	MGI
2810012L19RIK	SEC14L1	gene	HOM:51884061	MGI
2810013C04RIK	CHD2	gene	HOM:51879552	MGI
2810013E07RIK	INTS8	gene	HOM:51883140	MGI
2810013G11RIK	PUS10	gene	HOM:51883847	MGI
2810013J18RIK	EME2	gene	HOM:51886108	MGI
2810013M15RIK	METTL16	gene	HOM:51875175	MGI
2810013P06RIK	2810013P06RIK	gene	MGI:1914456	MGI
2810014B19RIK	SUMO3	gene	HOM:51873820	MGI
2810014D17RIK	CHCHD4	gene	HOM:51872259	MGI
2810014I23RIK	HAGHL	gene	HOM:51887669	MGI
2810016G10RIK	GM4640	gene	MGI:3782822	MGI
2810017C20RIK	SENP6	gene	HOM:51874926	MGI
2810017D21RIK	2810017D21RIK	gene	MGI:1919888	MGI
2810017F12RIK	MSL1	gene	HOM:51874983	MGI
2810017I02RIK	MATR3	gene	HOM:51888331	MGI
2810017J07RIK	EEF1B2	gene	HOM:51875367	MGI
2810017M24RIK	GALK2	gene	HOM:51874218	MGI
2810018A15RIK	ANP32E	gene	HOM:51882117	MGI
2810018E08RIK	MMAA	gene	HOM:51883861	MGI
2810018N07RIK	MIS18A	gene	HOM:51880521	MGI
2810019C22RIK	2810019C22RIK	gene	MGI:1919883	MGI
2810019G02RIK	SRRT	gene	HOM:51870870	MGI
2810019K23RIK	SCRN1	gene	HOM:51889915	MGI
2810020C19RIK	DNAAF2	gene	HOM:51883058	MGI
2810021A19RIK	CIRSR	gene	HOM:51872354	MGI
2810021B07RIK	MPLKIP	gene	HOM:51879603	MGI
2810021C21RIK	TIMMDC1	gene	HOM:51876680	MGI
2810021G02RIK	ZFP931	gene	HOM:51891039	MGI
2810021G24RIK	HSPB2	gene	HOM:51883239	MGI
2810021H22RIK	DDX55	gene	HOM:51872299	MGI
2810021I11RIK	PUSL1	gene	HOM:51885870	MGI
2810021J22RIK	2810021J22RIK	gene	MGI:1917194	MGI
2810021M11RIK	YAF2	gene	HOM:51879388	MGI
2810021O11RIK	WDR33	gene	HOM:51875771	MGI
2810021O14RIK	TMEM128	gene	HOM:51883075	MGI
2810022D01RIK	MAMSTR	gene	HOM:51888314	MGI
2810022L02RIK	SPATS2L	gene	HOM:51876203	MGI
2810024B22RIK	COLGALT1	gene	HOM:51872462	MGI
2810024C04RIK	RAD18	gene	HOM:51884044	MGI
2810024J17RIK	POLR1F	gene	HOM:51881726	MGI
2810024O08RIK	NME4	gene	HOM:51878057	MGI
2810025A12RIK	THUMPD2	gene	HOM:51885712	MGI
2810025E10RIK	ANKZF1	gene	HOM:51877130	MGI
2810025M15RIK	2810025M15RIK	gene	MGI:1917203	MGI
2810025N20RIK	LSS	gene	HOM:51885281	MGI
2810025O06RIK	LSM1	gene	HOM:51882814	MGI
2810026E11RIK	EIF2S2	gene	HOM:51882351	MGI
2810026F04RIK	SUFU	gene	HOM:51873249	MGI
2810026O10RIK	MTFR1	gene	HOM:51871442	MGI
2810026P18RIK	SNHG5	gene	HOM:51890108	MGI
2810027F19RIK	PEX3	gene	HOM:51884132	MGI
2810027J24RIK	INTS12	gene	HOM:51882533	MGI
2810027M15RIK	NDE1	gene	HOM:51874434	MGI
2810027M23RIK	DNAJC6	gene	HOM:51870967	MGI
2810027O19RIK	CCDC34	gene	HOM:51883502	MGI
2810028A01RIK	ZCCHC12	gene	HOM:51890867	MGI
2810028B13RIK	2810028B13RIK	gene	MGI:1925646	MGI
2810028K06RIK	TNFRSF22	gene	HOM:51878262	MGI
2810028N01RIK	DIS3	gene	HOM:51882078	MGI
2810029C07RIK	2810029C07RIK	gene	MGI:1919920	MGI
2810030C21RIK	USP24	gene	HOM:51879889	MGI
2810030D12RIK	2810030D12RIK	gene	MGI:1925585	MGI
2810030E01RIK	SKIDA1	gene	HOM:51876886	MGI
2810031D16RIK	TM9SF3	gene	HOM:51874377	MGI
2810031J10RIK	ZFP444	gene	HOM:51890991	MGI
2810031L11RIK	ADIPOR1	gene	HOM:51870577	MGI
2810031P15RIK	ZFP618	gene	HOM:51874490	MGI
2810032E02RIK	SERP2	gene	HOM:51879428	MGI
2810032G03RIK	2810032G03RIK	gene	MGI:1919919	MGI
2810034J18RIK	CYB5R4	gene	HOM:51876665	MGI
2810035F15RIK	HBS1L	gene	HOM:51882341	MGI
2810035F16RIK	IGSF3	gene	HOM:51879853	MGI
2810035H17RIK	SEPTIN6	gene	HOM:51874843	MGI
2810036A19RIK	RPRD2	gene	HOM:51875690	MGI
2810036E18RIK	2810036E18RIK	gene	MGI:1919944	MGI
2810036E22RIK	THAP11	gene	HOM:51881997	MGI
2810036I15RIK	RIMS2	gene	HOM:51878687	MGI
2810036K01RIK	SRFBP1	gene	HOM:51874847	MGI
2810036L13RIK	HNRNPLL	gene	HOM:51887701	MGI
2810036M01RIK	MEAF6	gene	HOM:51875572	MGI
2810036M19RIK	C1QTNF6	gene	HOM:51871228	MGI
2810037C03RIK	GINS4	gene	HOM:51876896	MGI
2810037C14RIK	ARMC10	gene	HOM:51876101	MGI
2810037F07RIK	ZFP248	gene	HOM:51890950	MGI
2810037O22RIK	2810037O22RIK	gene	MGI:1919961	MGI
2810038D20RIK	2810038D20RIK	gene	MGI:1914468	MGI
2810038K19RIK	LIME1	gene	HOM:51879719	MGI
2810038L03RIK	2810038L03RIK	gene	MGI:1919962	MGI
2810038M04RIK	MPP7	gene	HOM:51872830	MGI
2810038N09RIK	MRPL55	gene	HOM:51888757	MGI
2810039B14RIK	2810039B14RIK	gene	MGI:1919915	MGI
2810039D03RIK	ANGPTL1	gene	HOM:51870729	MGI
2810039F03RIK	DZANK1	gene	HOM:51882591	MGI
2810039M17RIK	NUP37	gene	HOM:51884776	MGI
2810040A01RIK	CHD2	gene	HOM:51879552	MGI
2810040C05RIK	2810040C05RIK	gene	MGI:1919969	MGI
2810040F13RIK	VAV2	gene	HOM:51881151	MGI
2810040O04RIK	ZFP618	gene	HOM:51874490	MGI
2810043D05RIK	FOXP2	gene	HOM:51885276	MGI
2810043G13RIK	FAM110D	gene	HOM:51879173	MGI
2810043G22RIK	NAALADL2	gene	HOM:51888847	MGI
2810043H12RIK	DCLRE1A	gene	HOM:51874821	MGI
2810043O03RIK	2810043O03RIK	gene	MGI:1919947	MGI
2810043O09RIK	HOXAAS2	gene	MGI:1913890	MGI
2810046C01RIK	MED18	gene	HOM:51884275	MGI
2810046E22RIK	AK6	gene	HOM:51884657	MGI
2810046K12RIK	CENPH	gene	HOM:51880516	MGI
2810046L04RIK	PROSER1	gene	HOM:51885951	MGI
2810046M22RIK	WDR86	gene	HOM:51890825	MGI
2810046O15RIK	ALG13	gene	HOM:51878264	MGI
2810047C21RIK	2810047C21RIK1	gene	MGI:1919966	MGI
2810047C21RIK1	2810047C21RIK1	gene	MGI:1919966	MGI
2810047C21RIK2	2810047C21RIK2	gene	MGI:3806617	MGI
2810047E18RIK	BCL11A	gene	HOM:51871046	MGI
2810047E21RIK	LRRN1	gene	HOM:51885570	MGI
2810047F03RIK	2810047F03RIK	gene	MGI:1919939	MGI
2810047J09RIK	2810047J09RIK	gene	MGI:1919916	MGI
2810047L02RIK	DTL	gene	HOM:51871509	MGI
2810047L04RIK	NUDT16	gene	HOM:51885261	MGI
2810047M21RIK	GATAD1	gene	HOM:51877170	MGI
2810048G17RIK	CALHM2	gene	HOM:51871315	MGI
2810048H02RIK	2810048H02RIK	gene	MGI:1919921	MGI
2810049B11RIK	SPDL1	gene	HOM:51876429	MGI
2810049E08RIK	2810049E08RIK	gene	MGI:1919927	MGI
2810049G06RIK	MBOAT2	gene	HOM:51877720	MGI
2810049L19RIK	GMCL1	gene	HOM:51875986	MGI
2810049O06RIK	PER3	gene	HOM:51878383	MGI
2810049P21RIK	TMEM107	gene	HOM:51880740	MGI
2810050O03RIK	EXOC3	gene	HOM:51875239	MGI
2810051A14RIK	CMTM6	gene	HOM:51878794	MGI
2810051F02RIK	AIRN	gene	HOM:51886362	MGI
2810052G09RIK	SNRPB2	gene	HOM:51877133	MGI
2810052M02RIK	PLEKHO1	gene	HOM:51872368	MGI
2810054M15RIK	ZFP74	gene	HOM:51891016	MGI
2810055C14RIK	PHAX	gene	HOM:51874057	MGI
2810055C19RIK	TBCC	gene	HOM:51876885	MGI
2810055C24RIK	PSMD11	gene	HOM:51877112	MGI
2810055E05RIK	ZCCHC17	gene	HOM:51878553	MGI
2810055F11RIK	L3HYPDH	gene	HOM:51888137	MGI
2810055G20RIK	MIR99AHG	gene	MGI:1919929	MGI
2810055G22RIK	RNF216	gene	HOM:51879882	MGI
2810055O12RIK	DCAF17	gene	HOM:51871248	MGI
2810401A20RIK	MAF	gene	HOM:51872407	MGI
2810401C09RIK	IGDCC3	gene	HOM:51878934	MGI
2810401C16RIK	AIFM3	gene	HOM:51886360	MGI
2810401C22RIK	ZFP518A	gene	HOM:51875079	MGI
2810402A17RIK	SLC25A53	gene	HOM:51890017	MGI
2810402E24RIK	2810402E24RIK	gene	MGI:1913715	MGI
2810402K13RIK	KLHL25	gene	HOM:51877507	MGI
2810403A07RIK	KHDC4	gene	HOM:51877476	MGI
2810403B03RIK	DPF3	gene	HOM:51875488	MGI
2810403B08RIK	CEP97	gene	HOM:51877632	MGI
2810403D21RIK	2810403D21RIK	gene	MGI:1917214	MGI
2810403D23RIK	LIN28B	gene	HOM:51886187	MGI
2810403G07RIK	2810403G07RIK	gene	MGI:1917210	MGI
2810403H05RIK	PNKD	gene	HOM:51877094	MGI
2810403L02RIK	TIMM50	gene	HOM:51884409	MGI
2810403P18RIK	SHQ1	gene	HOM:51883645	MGI
2810404D04RIK	ROR1	gene	HOM:51875266	MGI
2810404D13RIK	TBX18	gene	HOM:51885092	MGI
2810404F17RIK	2810404F17RIK	gene	MGI:1917218	MGI
2810404F18RIK	CDC42SE2	gene	HOM:51883907	MGI
2810404I24RIK	2810404I24RIK	gene	MGI:1924199	MGI
2810404M03RIK	2810404M03RIK	gene	MGI:1917216	MGI
2810404O06RIK	PRPF31	gene	HOM:51884388	MGI
2810404O15RIK	CERT1	gene	HOM:51872454	MGI
2810405F15RIK	2810405F15RIK	gene	MGI:1917224	MGI
2810405F17RIK	2810405F17RIK	gene	MGI:1917225	MGI
2810405F18RIK	NSUN4	gene	HOM:51882861	MGI
2810405I11RIK	CHMP1B	gene	HOM:51874063	MGI
2810405J04RIK	FAM98A	gene	HOM:51885760	MGI
2810405J23RIK	OLA1	gene	HOM:51875116	MGI
2810405K02RIK	PRXL2B	gene	HOM:51873941	MGI
2810405K07RIK	ZFP661	gene	HOM:51885296	MGI
2810405K22RIK	2810405K22RIK	gene	MGI:1917227	MGI
2810405L04RIK	GTF2F1	gene	HOM:51874997	MGI
2810405M13RIK	B3GAT3	gene	HOM:51886505	MGI
2810405N18RIK	ANTXR1	gene	HOM:51870759	MGI
2810405O22RIK	MED29	gene	HOM:51872303	MGI
2810406B13RIK	SMIM8	gene	HOM:51875652	MGI
2810406C15RIK	NCAPD2	gene	HOM:51871353	MGI
2810406K13RIK	KLHL35	gene	HOM:51880179	MGI
2810406K24RIK	ZCCHC3	gene	HOM:51890869	MGI
2810406L04RIK	CHRAC1	gene	HOM:51882161	MGI
2810407A14RIK	2810407A14RIK	gene	MGI:1917461	MGI
2810407B07RIK	AASDHPPT	gene	HOM:51883310	MGI
2810407C02RIK	SELENOT	gene	HOM:51871858	MGI
2810407D09RIK	TCAF1	gene	HOM:51874485	MGI
2810407E01RIK	NAXD	gene	HOM:51871384	MGI
2810407E23RIK	DHX36	gene	HOM:51880351	MGI
2810407J07RIK	SNN	gene	HOM:51875501	MGI
2810407K09RIK	ZFP688	gene	HOM:51891043	MGI
2810407L01RIK	CENPS	gene	HOM:51870782	MGI
2810407L07RIK	ZFP746	gene	HOM:51891047	MGI
2810407P21RIK	EXOC1	gene	HOM:51878958	MGI
2810408A11RIK	2810408A11RIK	gene	HOM:51891909	MGI
2810408B13RIK	2810408B13RIK	gene	MGI:1923621	MGI
2810408E11RIK	TXNDC11	gene	HOM:51876893	MGI
2810408E15RIK	VPS36	gene	HOM:51875426	MGI
2810408I11RIK	2810408I11RIK	gene	MGI:1917191	MGI
2810408K05RIK	WTAP	gene	HOM:51882546	MGI
2810408M09RIK	TRP53RKA	gene	HOM:51874969	MGI
2810408P10RIK	ZFP933	gene	HOM:51885615	MGI
2810409C01RIK	ZFP711	gene	HOM:51878889	MGI
2810409H07RIK	OLA1	gene	HOM:51875116	MGI
2810409K11RIK	ZFP773	gene	HOM:51890985	MGI
2810409M01RIK	FYCO1	gene	HOM:51880183	MGI
2810409N01RIK	CECR2	gene	HOM:51879938	MGI
2810410A03RIK	MXD4	gene	HOM:51888825	MGI
2810410A08RIK	METTL5	gene	HOM:51876892	MGI
2810410C14RIK	CYB5RL	gene	HOM:51887084	MGI
2810410H14RIK	NAP1L4	gene	HOM:51871971	MGI
2810410L24RIK	RENO1	gene	HOM:51889774	MGI
2810410M20RIK	DPY30	gene	HOM:51884848	MGI
2810410P21RIK	2810410P21RIK	gene	MGI:1919981	MGI
2810410P22RIK	ARL5A	gene	HOM:51884755	MGI
2810411A03RIK	RBMX2	gene	HOM:51876991	MGI
2810411E12RIK	MAP6	gene	HOM:51876855	MGI
2810411E22RIK	SMURF2	gene	HOM:51882282	MGI
2810411G20RIK	POLR3F	gene	HOM:51884128	MGI
2810411G23RIK	TPD52L2	gene	HOM:51874725	MGI
2810411K16RIK	ZFP397	gene	HOM:51890981	MGI
2810411K19RIK	2810411K19RIK	gene	MGI:1916511	MGI
2810413I22RIK	SENP7	gene	HOM:51874575	MGI
2810413N20RIK	CIAPIN1	gene	HOM:51874806	MGI
2810413P16RIK	TBC1D14	gene	HOM:51878840	MGI
2810414N06RIK	2810414N06RIK	gene	MGI:1919065	MGI
2810416A17RIK	2810416A17RIK	gene	MGI:1917491	MGI
2810416G20RIK	2810416G20RIK	gene	MGI:1914374	MGI
2810416I22RIK	RFC3	gene	HOM:51871602	MGI
2810416M14RIK	SFPQ	gene	HOM:51876254	MGI
2810417B20RIK	SMARCE1	gene	HOM:51871001	MGI
2810417D04RIK	TMX4	gene	HOM:51876677	MGI
2810417D08RIK	INTS2	gene	HOM:51882993	MGI
2810417D19RIK	DHODH	gene	HOM:51882355	MGI
2810417H13RIK	PCLAF	gene	HOM:51877469	MGI
2810417J12RIK	FLYWCH2	gene	HOM:51887472	MGI
2810417M05RIK	TMEM178	gene	HOM:51881637	MGI
2810417M16RIK	CACUL1	gene	HOM:51886241	MGI
2810417N14RIK	TAF6L	gene	HOM:51873688	MGI
2810418I05RIK	SKIC8	gene	HOM:51881942	MGI
2810418J22RIK	CTDSPL	gene	HOM:51882447	MGI
2810418N01RIK	GINS1	gene	HOM:51882852	MGI
2810419J22RIK	GLYR1	gene	HOM:51874498	MGI
2810420C16RIK	URAH	gene	HOM:51881803	MGI
2810420M18RIK	RCBTB2	gene	HOM:51889764	MGI
2810421E14RIK	2810421E14RIK	gene	MGI:1919990	MGI
2810421I24RIK	FASTKD2	gene	HOM:51879168	MGI
2810422B04RIK	PTCD3	gene	HOM:51873696	MGI
2810422B09RIK	OXSR1	gene	HOM:51882270	MGI
2810422D08RIK	TAF12	gene	HOM:51875752	MGI
2810422J05RIK	KXD1	gene	HOM:51884683	MGI
2810422M04RIK	DZIP1	gene	HOM:51876616	MGI
2810422O20RIK	METTL18	gene	HOM:51880430	MGI
2810423A18RIK	GFPT1	gene	HOM:51873394	MGI
2810423A21RIK	FBXL2	gene	HOM:51874522	MGI
2810423E13RIK	MFSD8	gene	HOM:51876950	MGI
2810423G08RIK	ATXN7L1	gene	HOM:51880123	MGI
2810423O19RIK	PPM1M	gene	HOM:51889581	MGI
2810425A04RIK	TMX1	gene	HOM:51881727	MGI
2810425C21RIK	DAPK1	gene	HOM:51880057	MGI
2810425F24RIK	FAM117B	gene	HOM:51880652	MGI
2810425J22RIK	FBXO21	gene	HOM:51880013	MGI
2810425K19RIK	SNX6	gene	HOM:51873782	MGI
2810425M01RIK	2810425M01RIK	gene	MGI:1917222	MGI
2810425O13RIK	CAB39L	gene	HOM:51874840	MGI
2810426C15RIK	NKAIN1	gene	HOM:51884357	MGI
2810426G09RIK	RHOG	gene	HOM:51878681	MGI
2810426M17RIK	POLR3D	gene	HOM:51884145	MGI
2810426N06RIK	ZFP788	gene	HOM:51892258	MGI
2810426P10RIK	GBE1	gene	HOM:51879702	MGI
2810427A07RIK	2810427A07RIK	gene	MGI:1920017	MGI
2810427C15RIK	2810427C15RIK	gene	MGI:1917229	MGI
2810427I04RIK	DBNDD1	gene	HOM:51879092	MGI
2810428A13RIK	PLXNA2	gene	HOM:51880449	MGI
2810428C21RIK	RNF113A1	gene	HOM:51882641	MGI
2810428F02RIK	TMEM19	gene	HOM:51884663	MGI
2810428I15RIK	REX1BD	gene	HOM:51876945	MGI
2810428J06RIK	2810428J06RIK	gene	MGI:1914308	MGI
2810428M03RIK	2810428M03RIK	gene	MGI:1924283	MGI
2810428M05RIK	RUFY3	gene	HOM:51877136	MGI
2810429B02RIK	RPE	gene	HOM:51876632	MGI
2810429C13RIK	TOPBP1	gene	HOM:51885414	MGI
2810429I04RIK	2810429I04RIK	gene	MGI:1924187	MGI
2810429I12RIK	CSNK1G2	gene	HOM:51872579	MGI
2810429K11RIK	VIT	gene	HOM:51872236	MGI
2810429K17RIK	ARSK	gene	HOM:51883452	MGI
2810429N01RIK	MRPS25	gene	HOM:51883115	MGI
2810429O05RIK	CENPO	gene	HOM:51883862	MGI
2810429P03RIK	MSANTD3	gene	HOM:51888761	MGI
2810430B18RIK	JPT2	gene	HOM:51874551	MGI
2810430C10RIK	SIN3B	gene	HOM:51875568	MGI
2810430I11RIK	2810430I11RIK	gene	MGI:3590515	MGI
2810430J06RIK	FNDC4	gene	HOM:51881015	MGI
2810430M08RIK	RRP15	gene	HOM:51882010	MGI
2810430O08RIK	PARP8	gene	HOM:51880918	MGI
2810430P21RIK	PPP1R9A	gene	HOM:51881321	MGI
2810431B21RIK	FARS2	gene	HOM:51883930	MGI
2810431D15RIK	CEP41	gene	HOM:51881702	MGI
2810431D22RIK	CDC16	gene	HOM:51881921	MGI
2810431I02RIK	TMEM87B	gene	HOM:51885011	MGI
2810431L15RIK	RPL35A	gene	HOM:51884896	MGI
2810431L23RIK	ERCC8	gene	HOM:51872569	MGI
2810431N19RIK	TRIM29	gene	HOM:51871177	MGI
2810431N21RIK	PLEKHA5	gene	HOM:51879814	MGI
2810432C06RIK	ACTL6A	gene	HOM:51871000	MGI
2810432D09RIK	RPP25L	gene	HOM:51871271	MGI
2810432F15RIK	2810432F15RIK	gene	MGI:1917213	MGI
2810432H05RIK	GTF2H5	gene	HOM:51880383	MGI
2810432L12RIK	PGAP4	gene	HOM:51881646	MGI
2810432N10RIK	CDC14B	gene	HOM:51872170	MGI
2810432O22RIK	HHAT	gene	HOM:51887685	MGI
2810433C11RIK	MAGED1	gene	HOM:51877669	MGI
2810433D01RIK	2810433D01RIK	gene	MGI:1924382	MGI
2810433H14RIK	2810433H14RIK	gene	MGI:1925625	MGI
2810433K01RIK	SKA1	gene	HOM:51874667	MGI
2810433K04RIK	ALDH18A1	gene	HOM:51871924	MGI
2810434B10RIK	PBK	gene	HOM:51878371	MGI
2810434I23RIK	CIB2	gene	HOM:51884432	MGI
2810434J10RIK	NKD1	gene	HOM:51885441	MGI
2810434M15RIK	AIRN	gene	HOM:51886362	MGI
2810435D12RIK	HDHD3	gene	HOM:51879177	MGI
2810435N07RIK	ZKSCAN3	gene	HOM:51890899	MGI
2810437E14RIK	ZKSCAN14	gene	HOM:51890980	MGI
2810437L13RIK	COX19	gene	HOM:51883737	MGI
2810438F06RIK	METTL2	gene	HOM:51883092	MGI
2810438H08RIK	TCF20	gene	HOM:51881345	MGI
2810438M17RIK	ZFP28	gene	HOM:51890879	MGI
2810439C17RIK	FCRL2	gene	HOM:51886220	MGI
2810439F02RIK	TTC39C	gene	HOM:51880198	MGI
2810439K08RIK	TMEM135	gene	HOM:51876725	MGI
2810439L12RIK	FOXD3OS	gene	MGI:1920013	MGI
2810439M05RIK	ZFP329	gene	HOM:51890973	MGI
2810439M11RIK	TONSL	gene	HOM:51877057	MGI
2810439N09RIK	ERLIN1	gene	HOM:51873702	MGI
2810440J20RIK	SUSD3	gene	HOM:51890278	MGI
2810440M13RIK	TMEM186	gene	HOM:51877247	MGI
2810440N09RIK	KLHL28	gene	HOM:51887965	MGI
2810441A10RIK	PRPF18	gene	HOM:51884680	MGI
2810441C07RIK	ARHGEF10L	gene	HOM:51870833	MGI
2810441F20RIK	SF3B2	gene	HOM:51874252	MGI
2810441H06RIK	ETFB	gene	HOM:51882046	MGI
2810441K11RIK	TMEM216	gene	HOM:51881297	MGI
2810441M03RIK	NAA50	gene	HOM:51877681	MGI
2810441O16RIK	RNPC3	gene	HOM:51871317	MGI
2810442I21RIK	ELDR	gene	HOM:51887301	MGI
2810442I22RIK	ATP2B1	gene	HOM:51878455	MGI
2810442N19RIK	2810442N19RIK	gene	MGI:1920003	MGI
2810442O16RIK	TBC1D20	gene	HOM:51880304	MGI
2810443E11RIK	RAP1B	gene	HOM:51871424	MGI
2810443J12RIK	DPH7	gene	HOM:51881946	MGI
2810446G01RIK	NPRL2	gene	HOM:51876716	MGI
2810446G03RIK	RPRD1B	gene	HOM:51874133	MGI
2810446M09RIK	ERP29	gene	HOM:51887347	MGI
2810446P04RIK	CCDC97	gene	HOM:51879687	MGI
2810446P07RIK	TMEM161B	gene	HOM:51876412	MGI
2810449C13RIK	USP48	gene	HOM:51876943	MGI
2810449D17RIK	2810449D17RIK	gene	MGI:1914484	MGI
2810449G22RIK	2810449G22RIK	gene	MGI:1920023	MGI
2810449H11RIK	HERC1	gene	HOM:51882096	MGI
2810449K13RIK	OBI1	gene	HOM:51878701	MGI
2810449M09RIK	ZFP827	gene	HOM:51879717	MGI
2810449N18RIK	SIRT6	gene	HOM:51884652	MGI
2810450G17RIK	MSANTD2	gene	HOM:51888760	MGI
2810450M21RIK	RINT1	gene	HOM:51880587	MGI
2810450N13RIK	NEIL1	gene	HOM:51884138	MGI
2810451A06RIK	DNAJC22	gene	HOM:51880460	MGI
2810451D06RIK	FANCE	gene	HOM:51885399	MGI
2810451E09RIK	SCN2B	gene	HOM:51885549	MGI
2810452G09RIK	CAP2	gene	HOM:51883251	MGI
2810452K05RIK	2810452K05RIK	gene	MGI:1920034	MGI
2810452K22RIK	CINP	gene	HOM:51876754	MGI
2810453H10RIK	MPHOSPH10	gene	HOM:51874505	MGI
2810453I06RIK	FAM220A	gene	HOM:51887387	MGI
