Gene Synonym	Gene name	Gene type	Gene stable ID	Gene description
GM33327	GM33327	gene	MGI:5592486	MGI
GM33330	GM33330	gene	MGI:5592489	MGI
GM33332	GM33332	gene	MGI:5592491	MGI
GM33335	GM33335	gene	MGI:5592494	MGI
GM33336	GM33336	gene	MGI:5592495	MGI
GM33337	GM33337	gene	MGI:5592496	MGI
GM33340	GM33340	gene	MGI:5592499	MGI
GM33341	GM33341	gene	MGI:5592500	MGI
GM33345	GM33345	gene	MGI:5592504	MGI
GM33347	GM33347	gene	MGI:5592506	MGI
GM33348	GM33348	gene	MGI:5592507	MGI
GM33351	GM33351	gene	MGI:5592510	MGI
GM33353	GM33353	gene	MGI:5592512	MGI
GM33354	GM33354	gene	MGI:5592513	MGI
GM33357	GM33357	gene	MGI:5592516	MGI
GM3336	GM3336	gene	HOM:51886936	MGI
GM33361	GM33361	gene	MGI:5592520	MGI
GM33363	GM33363	gene	MGI:5592522	MGI
GM33365	GM33365	gene	MGI:5592524	MGI
GM33366	GM33366	gene	MGI:5592525	MGI
GM33368	GM33368	gene	MGI:5592527	MGI
GM33370	GM33370	gene	MGI:5592529	MGI
GM33371	GM33371	gene	MGI:5592530	MGI
GM33372	GM33372	gene	MGI:5592531	MGI
GM33373	GM33373	gene	MGI:5592532	MGI
GM33374	GM33374	gene	MGI:5592533	MGI
GM33376	GM33376	gene	MGI:5592535	MGI
GM33377	GM33377	gene	MGI:5592536	MGI
GM33378	GM10777	gene	MGI:3642231	MGI
GM33379	GM33379	gene	MGI:5592538	MGI
GM33380	GM33380	gene	MGI:5592539	MGI
GM33381	GM33381	gene	MGI:5592540	MGI
GM33382	GM33382	gene	MGI:5592541	MGI
GM33384	GM33384	gene	MGI:5592543	MGI
GM33387	GM33387	gene	MGI:5592546	MGI
GM33388	GM33388	gene	MGI:5592547	MGI
GM33389	GM33389	gene	MGI:5592548	MGI
GM33390	GM33390	gene	MGI:5592549	MGI
GM33391	GM33391	gene	MGI:5592550	MGI
GM33392	GM33392	gene	MGI:5592551	MGI
GM33394	GM33394	gene	MGI:5592553	MGI
GM33395	GM33395	gene	MGI:5592554	MGI
GM33398	GM33398	gene	MGI:5592557	MGI
GM33401	GM33401	gene	MGI:5592560	MGI
GM33404	GM33404	gene	MGI:5592563	MGI
GM33407	GM33407	gene	MGI:5592566	MGI
GM33408	GM33408	gene	MGI:5592567	MGI
GM33409	GM33409	gene	MGI:5592568	MGI
GM33410	GM33410	gene	MGI:5592569	MGI
GM33412	GM33412	gene	MGI:5592571	MGI
GM33413	GM33413	gene	MGI:5592572	MGI
GM33415	GM33415	gene	MGI:5592574	MGI
GM33416	GM33416	gene	MGI:5592575	MGI
GM33418	GM33418	gene	MGI:5592577	MGI
GM33424	GM33424	gene	MGI:5592583	MGI
GM33427	GM33427	gene	MGI:5592586	MGI
GM33429	GM33429	gene	MGI:5592588	MGI
GM33430	GM33430	gene	MGI:5592589	MGI
GM33432	GM33432	gene	MGI:5592591	MGI
GM33433	GM33433	gene	MGI:5592592	MGI
GM33434	GM33434	gene	MGI:5592593	MGI
GM33435	GM33435	gene	MGI:5592594	MGI
GM33436	GM33436	gene	MGI:5592595	MGI
GM33439	GM33439	gene	MGI:5592598	MGI
GM33440	GM33440	gene	MGI:5592599	MGI
GM33442	GM33442	gene	MGI:5592601	MGI
GM33444	GM33444	gene	MGI:5592603	MGI
GM33447	GM33447	gene	MGI:5592606	MGI
GM33448	GM33448	gene	MGI:5592607	MGI
GM33449	GM33449	gene	MGI:5592608	MGI
GM3345	GIMAP1OS	gene	MGI:3781523	MGI
GM33450	GM33450	gene	MGI:5592609	MGI
GM33453	GM33453	gene	MGI:5592612	MGI
GM33454	GM33454	gene	MGI:5592613	MGI
GM33457	GM33457	gene	MGI:5592616	MGI
GM33458	GM33458	gene	MGI:5592617	MGI
GM33459	GM33459	gene	MGI:5592618	MGI
GM33460	GM33460	gene	MGI:5592619	MGI
GM33461	GM33461	gene	MGI:5592620	MGI
GM33462	GM33462	gene	MGI:5592621	MGI
GM33464	GM33464	gene	MGI:5592623	MGI
GM33466	GM33466	gene	MGI:5592625	MGI
GM33467	GM33467	gene	MGI:5592626	MGI
GM33470	GM33470	gene	MGI:5592629	MGI
GM33471	GM33471	gene	MGI:5592630	MGI
GM33472	GM33472	gene	MGI:5592631	MGI
GM33473	GM33473	gene	MGI:5592632	MGI
GM33474	GM33474	gene	MGI:5592633	MGI
GM33476	GM33476	gene	MGI:5592635	MGI
GM33479	GM33479	gene	MGI:5592638	MGI
GM33480	GM33480	gene	MGI:5592639	MGI
GM33481	GM33481	gene	MGI:5592640	MGI
GM33482	GM33482	gene	MGI:5592641	MGI
GM33483	GM33483	gene	MGI:5592642	MGI
GM33484	GM33484	gene	MGI:5592643	MGI
GM33485	GM33485	gene	MGI:5592644	MGI
GM33486	GM33486	gene	MGI:5592645	MGI
GM33487	GM33487	gene	MGI:5592646	MGI
GM33489	GM33489	gene	MGI:5592648	MGI
GM33490	GM33490	gene	MGI:5592649	MGI
GM33491	GM33491	gene	MGI:5592650	MGI
GM33494	GM33494	gene	MGI:5592653	MGI
GM33496	GM33496	gene	MGI:5592655	MGI
GM33497	GM33497	gene	MGI:5592656	MGI
GM33501	GM33501	gene	MGI:5592660	MGI
GM33502	GM33502	gene	MGI:5592661	MGI
GM33504	GM33504	gene	MGI:5592663	MGI
GM33508	GM33508	gene	MGI:5592667	MGI
GM33509	GM33509	gene	MGI:5592668	MGI
GM33510	GM33510	gene	MGI:5592669	MGI
GM33514	GM33514	gene	MGI:5592673	MGI
GM33515	GM33515	gene	MGI:5592674	MGI
GM33516	GM33516	gene	MGI:5592675	MGI
GM33517	GM33517	gene	MGI:5592676	MGI
GM33519	GM33519	gene	MGI:5592678	MGI
GM33524	GM33524	gene	MGI:5592683	MGI
GM33525	GM33525	gene	MGI:5592684	MGI
GM33527	GM33527	gene	MGI:5592686	MGI
GM33528	GM33528	gene	MGI:5592687	MGI
GM33530	GM33530	gene	MGI:5592689	MGI
GM33531	GM33531	gene	MGI:5592690	MGI
GM33532	GM33532	gene	MGI:5592691	MGI
GM33533	GM33533	gene	MGI:5592692	MGI
GM33534	GM33534	gene	MGI:5592693	MGI
GM33538	GM33538	gene	MGI:5592697	MGI
GM33539	GM33539	gene	MGI:5592698	MGI
GM33540	GM33540	gene	MGI:5592699	MGI
GM33542	GM33542	gene	MGI:5592701	MGI
GM33543	GM33543	gene	MGI:5592702	MGI
GM33547	GM33547	gene	MGI:5592706	MGI
GM33548	GM33548	gene	MGI:5592707	MGI
GM33551	GM33551	gene	MGI:5592710	MGI
GM33552	GM33552	gene	MGI:5592711	MGI
GM33554	GM33554	gene	MGI:5592713	MGI
GM33555	GM33555	gene	MGI:5592714	MGI
GM33557	GM33557	gene	MGI:5592716	MGI
GM33560	GM33560	gene	MGI:5592719	MGI
GM33561	GM33561	gene	MGI:5592720	MGI
GM33562	GM33562	gene	MGI:5592721	MGI
GM33563	GM33563	gene	MGI:5592722	MGI
GM33564	GM33564	gene	MGI:5592723	MGI
GM33566	GM33566	gene	MGI:5592725	MGI
GM33570	GM33570	gene	MGI:5592729	MGI
GM33573	GM33573	gene	MGI:5592732	MGI
GM33574	GM33574	gene	MGI:5592733	MGI
GM33575	GM33575	gene	MGI:5592734	MGI
GM33576	GM33576	gene	MGI:5592735	MGI
GM33577	GM33577	gene	MGI:5592736	MGI
GM33578	GM33578	gene	MGI:5592737	MGI
GM33579	GM33579	gene	MGI:5592738	MGI
GM33581	GM33581	gene	MGI:5592740	MGI
GM33582	GM33582	gene	MGI:5592741	MGI
GM33583	GM33583	gene	MGI:5592742	MGI
GM33584	GM33584	gene	MGI:5592743	MGI
GM33585	GM33585	gene	MGI:5592744	MGI
GM33586	GM33586	gene	MGI:5592745	MGI
GM33587	GM33587	gene	MGI:5592746	MGI
GM33588	GM33588	gene	MGI:5592747	MGI
GM33589	CAPSTERT	gene	HOM:51886727	MGI
GM33590	GM33590	gene	MGI:5592749	MGI
GM33591	GM33591	gene	MGI:5592750	MGI
GM33592	GM33592	gene	MGI:5592751	MGI
GM33594	GM33594	gene	MGI:5592753	MGI
GM33595	GM33595	gene	MGI:5592754	MGI
GM33596	GM33596	gene	MGI:5592755	MGI
GM33597	GM33597	gene	MGI:5592756	MGI
GM33599	GM33599	gene	MGI:5592758	MGI
GM33602	GM14862	gene	MGI:3705234	MGI
GM33604	GM33604	gene	MGI:5592763	MGI
GM33605	GM33605	gene	MGI:5592764	MGI
GM33607	GM33607	gene	MGI:5592766	MGI
GM33609	GM33609	gene	MGI:5592768	MGI
GM33610	GM33610	gene	MGI:5592769	MGI
GM33611	GM33611	gene	MGI:5592770	MGI
GM33612	GM33612	gene	MGI:5592771	MGI
GM33616	GM33616	gene	MGI:5592775	MGI
GM33617	GM33617	gene	MGI:5592776	MGI
GM33619	GM33619	gene	MGI:5592778	MGI
GM33620	GM33620	gene	MGI:5592779	MGI
GM33621	GM33621	gene	MGI:5592780	MGI
GM33622	GM33622	gene	MGI:5592781	MGI
GM33624	GM33624	gene	MGI:5592783	MGI
GM33626	GM33626	gene	MGI:5592785	MGI
GM33627	GM33627	gene	MGI:5592786	MGI
GM33628	GM33628	gene	MGI:5592787	MGI
GM3363	GM3363	gene	MGI:3781541	MGI
GM33630	GM33630	gene	MGI:5592789	MGI
GM33631	GM33631	gene	MGI:5592790	MGI
GM33632	GM33632	gene	MGI:5592791	MGI
GM33633	GM33633	gene	MGI:5592792	MGI
GM33636	GM33636	gene	MGI:5592795	MGI
GM33638	GM33638	gene	MGI:5592797	MGI
GM3364	GM3364	gene	MGI:3781542	MGI
GM33641	GM33641	gene	MGI:5592800	MGI
GM33642	GM33642	gene	MGI:5592801	MGI
GM33643	GM33643	gene	MGI:5592802	MGI
GM33644	GM33644	gene	MGI:5592803	MGI
GM33645	GM33645	gene	MGI:5592804	MGI
GM33646	GM33646	gene	MGI:5592805	MGI
GM33647	GM33647	gene	MGI:5592806	MGI
GM33648	GM33648	gene	MGI:5592807	MGI
GM33649	GM33649	gene	MGI:5592808	MGI
GM33650	GM33650	gene	MGI:5592809	MGI
GM33651	GM33651	gene	MGI:5592810	MGI
GM33655	GM33655	gene	MGI:5592814	MGI
GM33656	GM33656	gene	MGI:5592815	MGI
GM3366	GM3187	gene	MGI:3781366	MGI
GM33660	GM33660	gene	MGI:5592819	MGI
GM33661	GM33661	gene	MGI:5592820	MGI
GM33662	GM33662	gene	MGI:5592821	MGI
GM33663	GM33663	gene	MGI:5592822	MGI
GM33667	GM33667	gene	MGI:5592826	MGI
GM33668	GM33668	gene	MGI:5592827	MGI
GM33669	GM33669	gene	MGI:5592828	MGI
GM3367	GM3367	gene	MGI:3781545	MGI
GM33671	GM33671	gene	MGI:5592830	MGI
GM33672	GM33672	gene	MGI:5592831	MGI
GM33674	GM33674	gene	MGI:5592833	MGI
GM33675	GM33675	gene	MGI:5592834	MGI
GM33676	GM13029	gene	MGI:3651764	MGI
GM33677	GM33677	gene	MGI:5592836	MGI
GM33679	GM33679	gene	MGI:5592838	MGI
GM33680	GM33680	gene	MGI:5592839	MGI
GM33682	GM33682	gene	MGI:5592841	MGI
GM33684	GM33684	gene	MGI:5592843	MGI
GM33687	GM33687	gene	MGI:5592846	MGI
GM33690	GM33690	gene	MGI:5592849	MGI
GM33693	GM33693	gene	MGI:5592852	MGI
GM33694	GM33694	gene	MGI:5592853	MGI
GM33695	GM33695	gene	MGI:5592854	MGI
GM33696	GM33696	gene	MGI:5592855	MGI
GM33699	GM33699	gene	MGI:5592858	MGI
GM33701	GM33701	gene	MGI:5592860	MGI
GM33702	GM33702	gene	MGI:5592861	MGI
GM33703	GM33703	gene	MGI:5592862	MGI
GM33704	GM33704	gene	MGI:5592863	MGI
GM33708	GM33708	gene	MGI:5592867	MGI
GM3371	GM3371	gene	HOM:51892094	MGI
GM33710	GM33710	gene	MGI:5592869	MGI
GM33712	GM33712	gene	MGI:5592871	MGI
GM33714	GM33714	gene	MGI:5592873	MGI
GM33716	GM33716	gene	MGI:5592875	MGI
GM33720	GM33720	gene	MGI:5592879	MGI
GM33721	GM33721	gene	MGI:5592880	MGI
GM33723	GM33723	gene	MGI:5592882	MGI
GM33724	GM33724	gene	MGI:5592883	MGI
GM33725	GM33725	gene	MGI:5592884	MGI
GM33726	GM33726	gene	MGI:5592885	MGI
GM33727	GM33727	gene	MGI:5592886	MGI
GM33728	GM33728	gene	MGI:5592887	MGI
GM3373	GM3373	gene	MGI:3781551	MGI
GM33730	GM33730	gene	MGI:5592889	MGI
GM33732	GM33732	gene	MGI:5592891	MGI
GM33733	GM33733	gene	MGI:5592892	MGI
GM33734	GM33734	gene	MGI:5592893	MGI
GM33738	GM33738	gene	MGI:5592897	MGI
GM33739	GM33739	gene	MGI:5592898	MGI
GM33741	GM33741	gene	MGI:5592900	MGI
GM33742	GM33742	gene	MGI:5592901	MGI
GM33743	GM33743	gene	MGI:5592902	MGI
GM33746	GM33746	gene	MGI:5592905	MGI
GM33747	GM33747	gene	MGI:5592906	MGI
GM33749	LCN15	gene	HOM:51888172	MGI
GM33750	GM33750	gene	MGI:5592909	MGI
GM33751	GM33751	gene	MGI:5592910	MGI
GM33752	GM33752	gene	MGI:5592911	MGI
GM33753	GM33753	gene	MGI:5592912	MGI
GM33756	GM33756	gene	MGI:5592915	MGI
GM33758	GM33758	gene	MGI:5592917	MGI
GM3376	RBMYF9	gene	HOM:51889758	MGI
GM33763	GM33763	gene	MGI:5592922	MGI
GM33764	GM33764	gene	MGI:5592923	MGI
GM33765	GM33765	gene	MGI:5592924	MGI
GM33766	GM45752	gene	MGI:5804867	MGI
GM33767	GM33767	gene	MGI:5592926	MGI
GM33769	GM33769	gene	MGI:5592928	MGI
GM33770	GM33770	gene	MGI:5592929	MGI
GM33774	GM33774	gene	MGI:5592933	MGI
GM33777	GM33777	gene	MGI:5592936	MGI
GM33780	GM33780	gene	MGI:5592939	MGI
GM33781	GM33781	gene	MGI:5592940	MGI
GM33782	GM33782	gene	MGI:5592941	MGI
GM33784	GM33784	gene	MGI:5592943	MGI
GM33785	GM33785	gene	MGI:5592944	MGI
GM33786	GM33786	gene	MGI:5592945	MGI
GM33787	GM33787	gene	MGI:5592946	MGI
GM33788	GM33788	gene	MGI:5592947	MGI
GM33789	GM33789	gene	MGI:5592948	MGI
GM33790	GM33790	gene	MGI:5592949	MGI
GM33791	GM33791	gene	MGI:5592950	MGI
GM33793	GM33793	gene	MGI:5592952	MGI
GM33795	GM33795	gene	MGI:5592954	MGI
GM33797	GM33797	gene	MGI:5592956	MGI
GM33798	GM33798	gene	MGI:5592957	MGI
GM33799	GM33799	gene	MGI:5592958	MGI
GM33800	GM33800	gene	MGI:5592959	MGI
GM33801	GM33801	gene	MGI:5592960	MGI
GM33803	GM33803	gene	MGI:5592962	MGI
GM33804	GM33804	gene	MGI:5592963	MGI
GM33805	GM33805	gene	MGI:5592964	MGI
GM33806	GM33806	gene	MGI:5592965	MGI
GM33809	GM33809	gene	MGI:5592968	MGI
GM33811	GM33811	gene	MGI:5592970	MGI
GM33814	GM33814	gene	MGI:5592973	MGI
GM33815	GM33815	gene	HOM:51891469	MGI
GM33817	GM33817	gene	MGI:5592976	MGI
GM33819	GM33819	gene	MGI:5592978	MGI
GM33821	GM33821	gene	MGI:5592980	MGI
GM33823	GM33823	gene	MGI:5592982	MGI
GM33826	GM33826	gene	MGI:5592985	MGI
GM33827	GM33827	gene	MGI:5592986	MGI
GM33829	GM33829	gene	MGI:5592988	MGI
GM3383	GM3383	gene	HOM:51892065	MGI
GM33830	GM33830	gene	MGI:5592989	MGI
GM33831	GM33831	gene	MGI:5592990	MGI
GM33833	GM33833	gene	MGI:5592992	MGI
GM33836	GM33836	gene	MGI:5592995	MGI
GM33838	GM33838	gene	MGI:5592997	MGI
GM33840	GM33840	gene	MGI:5592999	MGI
GM33841	GM33841	gene	MGI:5593000	MGI
GM33843	GM33843	gene	MGI:5593002	MGI
GM33844	GM33844	gene	MGI:5593003	MGI
GM33845	GM33845	gene	MGI:5593004	MGI
GM33847	GM33847	gene	MGI:5593006	MGI
GM33849	GM33849	gene	MGI:5593008	MGI
GM33851	GM33851	gene	MGI:5593010	MGI
GM33852	GM33852	gene	MGI:5593011	MGI
GM33856	GM33856	gene	MGI:5593015	MGI
GM33857	GM33857	gene	MGI:5593016	MGI
GM33858	GM33858	gene	MGI:5593017	MGI
GM33860	GM33860	gene	MGI:5593019	MGI
GM33861	GM33861	gene	MGI:5593020	MGI
GM33862	GM33862	gene	MGI:5593021	MGI
GM33864	GM33864	gene	MGI:5593023	MGI
GM33867	GM33867	gene	MGI:5593026	MGI
GM33869	GM33869	gene	MGI:5593028	MGI
GM33873	GM33873	gene	MGI:5593032	MGI
GM33875	GM33875	gene	MGI:5593034	MGI
GM33877	GM33877	gene	MGI:5593036	MGI
GM33880	GM33880	gene	MGI:5593039	MGI
GM33885	GM33885	gene	MGI:5593044	MGI
GM33886	GM33886	gene	MGI:5593045	MGI
GM33887	GM33887	gene	MGI:5593046	MGI
GM33888	GM33888	gene	MGI:5593047	MGI
GM33889	GM33889	gene	MGI:5593048	MGI
GM33890	GM33890	gene	MGI:5593049	MGI
GM33892	GM33892	gene	MGI:5593051	MGI
GM33893	GM33893	gene	MGI:5593052	MGI
GM33895	GM33895	gene	MGI:5593054	MGI
GM33897	GM33897	gene	MGI:5593056	MGI
GM33898	GM33898	gene	MGI:5593057	MGI
GM33901	GM33901	gene	MGI:5593060	MGI
GM33904	GM33904	gene	MGI:5593063	MGI
GM33905	GM33905	gene	MGI:5593064	MGI
GM33906	AA536875	gene	MGI:2145569	MGI
GM33909	GM33909	gene	MGI:5593068	MGI
GM33910	GM33910	gene	MGI:5593069	MGI
GM33912	GM33912	gene	MGI:5593071	MGI
GM33914	GM33914	gene	MGI:5593073	MGI
GM33919	GM33919	gene	MGI:5593078	MGI
GM33922	GM33922	gene	MGI:5593081	MGI
GM33923	GM33923	gene	MGI:5593082	MGI
GM33924	GM33924	gene	MGI:5593083	MGI
GM33925	GM33925	gene	MGI:5593084	MGI
GM33926	GM33926	gene	MGI:5593085	MGI
GM33929	GM33929	gene	MGI:5593088	MGI
GM33931	GM33931	gene	MGI:5593090	MGI
GM33933	GM33933	gene	HOM:51892080	MGI
GM33934	GM33934	gene	MGI:5593093	MGI
GM33936	GM33936	gene	MGI:5593095	MGI
GM33937	GM33937	gene	MGI:5593096	MGI
GM33938	GM33938	gene	MGI:5593097	MGI
GM33940	GM33940	gene	MGI:5593099	MGI
GM33944	GM33944	gene	MGI:5593103	MGI
GM33945	GM33945	gene	MGI:5593104	MGI
GM33947	GM33947	gene	MGI:5593106	MGI
GM33948	GM33948	gene	MGI:5593107	MGI
GM33950	GM33950	gene	MGI:5593109	MGI
GM33951	GM33951	gene	MGI:5593110	MGI
GM33954	GM33954	gene	MGI:5593113	MGI
GM33958	GM33958	gene	MGI:5593117	MGI
GM33959	GM33959	gene	MGI:5593118	MGI
GM33963	GM33963	gene	MGI:5593122	MGI
GM33964	GM33964	gene	MGI:5593123	MGI
GM33966	GM33966	gene	MGI:5593125	MGI
GM33967	GM33967	gene	MGI:5593126	MGI
GM33968	GM33968	gene	MGI:5593127	MGI
GM33969	GM33969	gene	MGI:5593128	MGI
GM33970	GM33970	gene	MGI:5593129	MGI
GM33971	GM33971	gene	MGI:5593130	MGI
GM33973	GM33973	gene	MGI:5593132	MGI
GM33974	GM33974	gene	MGI:5593133	MGI
GM33977	GM33977	gene	MGI:5593136	MGI
GM33979	GM33979	gene	MGI:5593138	MGI
GM33980	GM33980	gene	MGI:5593139	MGI
GM33981	GM33981	gene	MGI:5593140	MGI
GM33982	GM33982	gene	MGI:5593141	MGI
GM33984	GM33984	gene	MGI:5593143	MGI
GM33987	GM33987	gene	MGI:5593146	MGI
GM33988	GM33988	gene	MGI:5593147	MGI
GM33989	GM33989	gene	MGI:5593148	MGI
GM33990	GM33990	gene	MGI:5593149	MGI
GM33991	GM33991	gene	MGI:5593150	MGI
GM33993	GM33993	gene	MGI:5593152	MGI
GM33994	GM33994	gene	MGI:5593153	MGI
GM33995	GM33995	gene	MGI:5593154	MGI
GM33998	GM33998	gene	MGI:5593157	MGI
GM340	LCOR	gene	HOM:51874967	MGI
GM34000	GM34000	gene	MGI:5593159	MGI
GM34004	GM34004	gene	MGI:5593163	MGI
GM34006	GM34006	gene	MGI:5593165	MGI
GM34007	GM34007	gene	MGI:5593166	MGI
GM34008	GM34008	gene	MGI:5593167	MGI
GM3401	GM3500	gene	HOM:51892061	MGI
GM34011	GM34011	gene	MGI:5593170	MGI
GM34012	GM34012	gene	MGI:5593171	MGI
GM34014	GM34014	gene	MGI:5593173	MGI
GM34016	GM34016	gene	MGI:5593175	MGI
GM34017	GM34017	gene	MGI:5593176	MGI
GM34019	GM34019	gene	MGI:5593178	MGI
GM3402	GM3402	gene	MGI:3781580	MGI
GM34020	GM34020	gene	MGI:5593179	MGI
GM34022	GM34022	gene	MGI:5593181	MGI
GM34025	GM34025	gene	MGI:5593184	MGI
GM34026	GM34026	gene	MGI:5593185	MGI
GM34027	GM34027	gene	MGI:5593186	MGI
GM34029	GM34029	gene	MGI:5593188	MGI
GM34030	GM34030	gene	MGI:5593189	MGI
GM34031	GM34031	gene	MGI:5593190	MGI
GM34032	GM34032	gene	MGI:5593191	MGI
GM34033	GM34033	gene	MGI:5593192	MGI
GM34035	GM34035	gene	MGI:5593194	MGI
GM34036	GM34036	gene	MGI:5593195	MGI
GM34037	GM34037	gene	MGI:5593196	MGI
GM34038	GM34038	gene	MGI:5593197	MGI
GM3404	GM3404	gene	MGI:3781582	MGI
GM34041	GM34041	gene	MGI:5593200	MGI
GM34043	GM34043	gene	MGI:5593202	MGI
GM34044	GM34044	gene	MGI:5593203	MGI
GM34045	GM34045	gene	MGI:5593204	MGI
GM34047	GM34047	gene	MGI:5593206	MGI
GM34049	GM34049	gene	MGI:5593208	MGI
GM34050	GM34050	gene	MGI:5593209	MGI
GM34052	GM34052	gene	MGI:5593211	MGI
GM34053	GM34053	gene	MGI:5593212	MGI
GM34055	GM20052	gene	MGI:5012237	MGI
GM34056	GM34056	gene	MGI:5593215	MGI
GM34057	GM34057	gene	MGI:5593216	MGI
GM34058	GM34058	gene	MGI:5593217	MGI
GM34059	GM34059	gene	MGI:5593218	MGI
GM34060	GM34060	gene	MGI:5593219	MGI
GM34061	GM34061	gene	MGI:5593220	MGI
GM34062	GM34062	gene	MGI:5593221	MGI
GM34065	GM34065	gene	MGI:5593224	MGI
GM34066	GM34066	gene	HOM:51886644	MGI
GM34067	GM34067	gene	MGI:5593226	MGI
GM34068	GM34068	gene	MGI:5593227	MGI
GM34069	GM34069	gene	MGI:5593228	MGI
GM34071	GM34071	gene	MGI:5593230	MGI
GM34072	GM34072	gene	MGI:5593231	MGI
GM34073	GM34073	gene	MGI:5593232	MGI
GM34074	GM34074	gene	MGI:5593233	MGI
GM34075	GM34075	gene	MGI:5593234	MGI
GM34076	GM34076	gene	MGI:5593235	MGI
GM34077	GM34077	gene	MGI:5593236	MGI
GM34078	GM34078	gene	MGI:5593237	MGI
GM34079	GM34079	gene	MGI:5593238	MGI
GM3408	GM3542	gene	HOM:51892074	MGI
GM34080	GM34080	gene	MGI:5593239	MGI
GM34081	GM34081	gene	MGI:5593240	MGI
GM34082	4930437M23RIK	gene	MGI:1921226	MGI
GM34084	GM34084	gene	MGI:5593243	MGI
GM34086	GM34086	gene	MGI:5593245	MGI
GM34087	GM34087	gene	MGI:5593246	MGI
GM3409	GM3409	gene	MGI:3781587	MGI
GM34090	GM34090	gene	MGI:5593249	MGI
GM34093	GM34093	gene	MGI:5593252	MGI
GM34094	MPRIP	gene	HOM:51877244	MGI
GM34095	GM34095	gene	MGI:5593254	MGI
GM34096	GM34096	gene	MGI:5593255	MGI
GM34097	GM34097	gene	MGI:5593256	MGI
GM34098	GM34098	gene	MGI:5593257	MGI
GM34099	GM34099	gene	MGI:5593258	MGI
GM34102	GM34102	gene	MGI:5593261	MGI
GM34105	GM34105	gene	MGI:5593264	MGI
GM34106	GM34106	gene	MGI:5593265	MGI
GM34107	GM34107	gene	MGI:5593266	MGI
GM3411	GM3411	gene	HOM:51892083	MGI
GM34110	GM34110	gene	MGI:5593269	MGI
GM34112	GM34112	gene	MGI:5593271	MGI
GM34113	GM34113	gene	MGI:5593272	MGI
GM34114	GM34114	gene	MGI:5593273	MGI
GM34116	GM34116	gene	MGI:5593275	MGI
GM34118	GM34118	gene	MGI:5593277	MGI
GM34119	GM34119	gene	MGI:5593278	MGI
GM34121	GM34121	gene	MGI:5593280	MGI
GM34122	GM34122	gene	MGI:5593281	MGI
GM34127	GM34127	gene	MGI:5593286	MGI
GM34128	GM34128	gene	MGI:5593287	MGI
GM34130	GM34130	gene	MGI:5593289	MGI
GM34132	GM34132	gene	MGI:5593291	MGI
GM34133	GM34133	gene	MGI:5593292	MGI
GM34136	GM34136	gene	MGI:5593295	MGI
GM34138	GM34138	gene	MGI:5593297	MGI
GM3414	LCORL	gene	HOM:51875302	MGI
GM34140	GM34140	gene	MGI:5593299	MGI
GM34145	GM34145	gene	MGI:5593304	MGI
GM34147	GM34147	gene	MGI:5593306	MGI
GM34148	GM34148	gene	MGI:5593307	MGI
GM3415	GM3415	gene	MGI:3781593	MGI
GM34150	GM34150	gene	MGI:5593309	MGI
GM34152	GM34152	gene	MGI:5593311	MGI
GM34154	GM34154	gene	MGI:5593313	MGI
GM34155	GM34155	gene	MGI:5593314	MGI
GM34156	GM34156	gene	MGI:5593315	MGI
GM34157	GM34157	gene	MGI:5593316	MGI
GM34158	GM34158	gene	MGI:5593317	MGI
GM34159	GM34159	gene	MGI:5593318	MGI
GM34162	GM34162	gene	MGI:5593321	MGI
GM34168	GM26812	gene	MGI:5477306	MGI
GM3417	DYNLT2A3	gene	HOM:51887279	MGI
GM34170	GM34170	gene	MGI:5593329	MGI
GM34172	GM34172	gene	MGI:5593331	MGI
GM34173	GM34173	gene	MGI:5593332	MGI
GM34174	GM34174	gene	MGI:5593333	MGI
GM34175	GM34175	gene	MGI:5593334	MGI
GM34177	GM34177	gene	MGI:5593336	MGI
GM34178	GM34178	gene	MGI:5593337	MGI
GM34179	GM34179	gene	MGI:5593338	MGI
GM34180	GM34180	gene	MGI:5593339	MGI
GM34181	GM34181	gene	MGI:5593340	MGI
GM34182	GM34182	gene	MGI:5593341	MGI
GM34184	GM34184	gene	MGI:5593343	MGI
GM34185	GM34185	gene	MGI:5593344	MGI
GM34186	GM34186	gene	MGI:5593345	MGI
GM34189	GM34189	gene	MGI:5593348	MGI
GM34193	GM34193	gene	MGI:5593352	MGI
GM34194	GM34194	gene	MGI:5593353	MGI
GM34196	GM34196	gene	MGI:5593355	MGI
GM34197	GM34197	gene	MGI:5593356	MGI
GM34198	GM34198	gene	MGI:5593357	MGI
GM34199	GM34199	gene	MGI:5593358	MGI
GM34201	GM34201	gene	MGI:5593360	MGI
GM34205	GM34205	gene	MGI:5593364	MGI
GM34207	GM34207	gene	MGI:5593366	MGI
GM34208	GM34208	gene	MGI:5593367	MGI
GM34211	GM34211	gene	MGI:5593370	MGI
GM34213	GM34213	gene	MGI:5593372	MGI
GM34215	GM34215	gene	MGI:5593374	MGI
GM34217	GM34217	gene	MGI:5593376	MGI
GM34218	GM34218	gene	MGI:5593377	MGI
GM34220	GM34220	gene	MGI:5593379	MGI
GM34222	GM34222	gene	MGI:5593381	MGI
GM34223	GM34223	gene	MGI:5593382	MGI
GM34225	GM34225	gene	MGI:5593384	MGI
GM34226	GM34226	gene	MGI:5593385	MGI
GM34229	GM34229	gene	MGI:5593388	MGI
GM34231	GM34231	gene	MGI:5593390	MGI
