Gene Synonym	Gene name	Gene type	Gene stable ID	Gene description
MRP-L5	MRPL39	gene	HOM:51873732	HGNC
MRP-L50	MRPL50	gene	HOM:51888756	HGNC
MRP-L7	MRPL15	gene	HOM:51884895	HGNC
MRP-L8	MRPL10	gene	HOM:51883238	HGNC
MRP-S	MRPS7	gene	HOM:51883107	HGNC
MRP-S12	MRPS34	gene	HOM:51873752	HGNC
MRP-S13	MRPS26	gene	HOM:51884856	HGNC
MRP-S17	MRPS17	gene	HOM:51883006	HGNC
MRP-S22	MRPS22	gene	HOM:51883830	HGNC
MRP-S23	MRPS23	gene	HOM:51882001	HGNC
MRP-S24	MRPS24	gene	HOM:51883203	HGNC
MRP-S25	MRPS25	gene	HOM:51883115	HGNC
MRP-S26	MRPS26	gene	HOM:51884856	HGNC
MRP-S28	MRPS28	gene	HOM:51883446	HGNC
MRP-S29	DAP3	gene	HOM:51876769	HGNC
MRP-S36	KGD4	gene	HOM:51877872	HGNC
MRP-S5	MRPS5	gene	HOM:51883568	HGNC
MRP-S6	MRPS6	gene	HOM:51883532	HGNC
MRP-S9	MRPS9	gene	HOM:51883482	HGNC
MRP1	ABCC1	gene	HOM:51877868	HGNC
MRP1	MSH3	gene	HOM:51880964	HGNC
MRP14	S100A9	gene	HOM:51889887	HGNC
MRP2	ABCC2	gene	HOM:51877869	HGNC
MRP2	KLHL1	gene	HOM:51887964	HGNC
MRP2	SYCE1L	gene	HOM:51885994	HGNC
MRP3	ABCC3	gene	HOM:51879483	HGNC
MRP4	ABCC4	gene	HOM:51871419	HGNC
MRP5	ABCC5	gene	HOM:51875520	HGNC
MRP6	ABCC6	gene	HOM:51870478	HGNC
MRP6	S100A12	gene	HGNC:10489	HGNC
MRP63	MRPL57	gene	HOM:51877870	HGNC
MRP63P1	MRPL57P1	gene	HGNC:29686	HGNC
MRP63P10	MRPL57P10	gene	HGNC:23965	HGNC
MRP63P2	MRPL57P2	gene	HGNC:29687	HGNC
MRP63P3	MRPL57P3	gene	HGNC:29688	HGNC
MRP63P6	MRPL57P6	gene	HGNC:29689	HGNC
MRP63P7	MRPL57P7	gene	HGNC:29690	HGNC
MRP63P8	MRPL57P8	gene	HGNC:29691	HGNC
MRP63P9	MRPL57P9	gene	HGNC:29692	HGNC
MRP64	MRPL51	gene	HOM:51879885	HGNC
MRP7	ABCC10	gene	HOM:51880065	HGNC
MRP7	CFTR	gene	HOM:51870479	HGNC
MRP8	ABCC11	gene	HGNC:14639	HGNC
MRP8	ABCC8	gene	HOM:51880234	HGNC
MRP8	S100A8	gene	HOM:51889885	HGNC
MRP9	ABCC12	gene	HOM:51877871	HGNC
MRPL1	MRPL1	gene	HOM:51880975	HGNC
MRPL1-AS1	MRPL1-AS1	gene	HGNC:58832	HGNC
MRPL10	MRPL10	gene	HOM:51883238	HGNC
MRPL11	MRPL11	gene	HOM:51884874	HGNC
MRPL11P2	MRPL11P2	gene	HGNC:29694	HGNC
MRPL11P3	MRPL11P3	gene	HGNC:29695	HGNC
MRPL12	MRPL12	gene	HOM:51876682	HGNC
MRPL13	MRPL13	gene	HOM:51882987	HGNC
MRPL14	MRPL14	gene	HOM:51884174	HGNC
MRPL14P1	MRPL14P1	gene	HGNC:29696	HGNC
MRPL15	MRPL15	gene	HOM:51884895	HGNC
MRPL15P1	MRPL15P1	gene	HGNC:29697	HGNC
MRPL16	MRPL16	gene	HOM:51884706	HGNC
MRPL17	MRPL17	gene	HOM:51882928	HGNC
MRPL18	MRPL18	gene	HOM:51883538	HGNC
MRPL19	MRPL19	gene	HOM:51882693	HGNC
MRPL2	MRPL2	gene	HOM:51876782	HGNC
MRPL20	MRPL20	gene	HOM:51882017	HGNC
MRPL20-AS1	MRPL20-AS1	gene	HGNC:27125	HGNC
MRPL20-DT	MRPL20-DT	gene	HGNC:54814	HGNC
MRPL20P1	MRPL20P1	gene	HGNC:29699	HGNC
MRPL21	MRPL21	gene	HOM:51883527	HGNC
MRPL22	MRPL22	gene	HOM:51883885	HGNC
MRPL22P1	MRPL22P1	gene	HGNC:29700	HGNC
MRPL23	MRPL23	gene	HOM:51884641	HGNC
MRPL23-AS1	MRPL23-AS1	gene	HGNC:42812	HGNC
MRPL24	MRPL24	gene	HOM:51884859	HGNC
MRPL27	MRPL27	gene	HOM:51883201	HGNC
MRPL27	MRPL41	gene	HOM:51883211	HGNC
MRPL28	MRPL28	gene	HOM:51882047	HGNC
MRPL2P1	MRPL2P1	gene	HGNC:29698	HGNC
MRPL3	MRPL3	gene	HOM:51875563	HGNC
MRPL30	MRPL30	gene	HOM:51883179	HGNC
MRPL30P1	MRPL30P1	gene	HGNC:29702	HGNC
MRPL30P2	MRPL30P2	gene	HGNC:29703	HGNC
MRPL31	MRPL42	gene	HOM:51888755	HGNC
MRPL32	MRPL32	gene	HOM:51883510	HGNC
MRPL32P1	MRPL32P1	gene	HGNC:29704	HGNC
MRPL32P2	MRPL32P2	gene	HGNC:54964	HGNC
MRPL33	MRPL33	gene	HOM:51876811	HGNC
MRPL34	MRPL34	gene	HOM:51876726	HGNC
MRPL35	MRPL35	gene	HOM:51883565	HGNC
MRPL35P1	MRPL35P1	gene	HGNC:29705	HGNC
MRPL35P2	MRPL35P2	gene	HGNC:29706	HGNC
MRPL35P3	MRPL35P3	gene	HGNC:23731	HGNC
MRPL35P4	MRPL35P4	gene	HGNC:29707	HGNC
MRPL36	MRPL36	gene	HOM:51880803	HGNC
MRPL36P1	MRPL36P1	gene	HGNC:29708	HGNC
MRPL37	MRPL37	gene	HOM:51876698	HGNC
MRPL37P1	MRPL37P1	gene	HGNC:31003	HGNC
MRPL38	MRPL38	gene	HOM:51884622	HGNC
MRPL39	MRPL39	gene	HOM:51873732	HGNC
MRPL3P1	MRPL3P1	gene	HGNC:29701	HGNC
MRPL4	MRPL4	gene	HOM:51880733	HGNC
MRPL40	MRPL40	gene	HOM:51875527	HGNC
MRPL40P1	MRPL40P1	gene	HGNC:44532	HGNC
MRPL41	MRPL41	gene	HOM:51883211	HGNC
MRPL42	MRPL42	gene	HOM:51888755	HGNC
MRPL42P1	MRPL42P1	gene	HGNC:29710	HGNC
MRPL42P2	MRPL42P2	gene	HGNC:29711	HGNC
MRPL42P3	MRPL42P3	gene	HGNC:29712	HGNC
MRPL42P4	MRPL42P4	gene	HGNC:29713	HGNC
MRPL42P5	MRPL42P5	gene	HGNC:29714	HGNC
MRPL42P6	MRPL42P6	gene	HGNC:44533	HGNC
MRPL43	MRPL43	gene	HOM:51884853	HGNC
MRPL44	MRPL44	gene	HOM:51883300	HGNC
MRPL45	MRPL45	gene	HOM:51884161	HGNC
MRPL45P1	MRPL45P1	gene	HGNC:29715	HGNC
MRPL45P2	MRPL45P2	gene	HGNC:29716	HGNC
MRPL46	MRPL46	gene	HOM:51875733	HGNC
MRPL47	MRPL47	gene	HOM:51876379	HGNC
MRPL48	MRPL48	gene	HOM:51876904	HGNC
MRPL48L1	MRPL48P1	gene	HGNC:21379	HGNC
MRPL48P1	MRPL48P1	gene	HGNC:21379	HGNC
MRPL49	MRPL49	gene	HOM:51877336	HGNC
MRPL49P1	MRPL49P1	gene	HGNC:29717	HGNC
MRPL49P2	MRPL49P2	gene	HGNC:29718	HGNC
MRPL50	MRPL50	gene	HOM:51888756	HGNC
MRPL50P1	MRPL50P1	gene	HGNC:29719	HGNC
MRPL50P2	MRPL50P2	gene	HGNC:29720	HGNC
MRPL50P3	MRPL50P3	gene	HGNC:29721	HGNC
MRPL50P4	MRPL50P4	gene	HGNC:29722	HGNC
MRPL51	MRPL51	gene	HOM:51879885	HGNC
MRPL51P1	MRPL51P1	gene	HGNC:29723	HGNC
MRPL51P2	MRPL51P2	gene	HGNC:29724	HGNC
MRPL52	MRPL52	gene	HOM:51885917	HGNC
MRPL53	MRPL53	gene	HOM:51882970	HGNC
MRPL53P1	MRPL53P1	gene	HGNC:29725	HGNC
MRPL54	MRPL54	gene	HOM:51881217	HGNC
MRPL55	MRPL55	gene	HOM:51888757	HGNC
MRPL56	LACTB	gene	HOM:51883074	HGNC
MRPL57	MRPL57	gene	HOM:51877870	HGNC
MRPL57P1	MRPL57P1	gene	HGNC:29686	HGNC
MRPL57P10	MRPL57P10	gene	HGNC:23965	HGNC
MRPL57P2	MRPL57P2	gene	HGNC:29687	HGNC
MRPL57P3	MRPL57P3	gene	HGNC:29688	HGNC
MRPL57P6	MRPL57P6	gene	HGNC:29689	HGNC
MRPL57P7	MRPL57P7	gene	HGNC:29690	HGNC
MRPL57P8	MRPL57P8	gene	HGNC:29691	HGNC
MRPL57P9	MRPL57P9	gene	HGNC:29692	HGNC
MRPL58	MRPL58	gene	HOM:51876375	HGNC
MRPL7	MRPL12	gene	HOM:51876682	HGNC
MRPL7/L12	MRPL12	gene	HOM:51876682	HGNC
MRPL8	MRPL10	gene	HOM:51883238	HGNC
MRPL9	MRPL9	gene	HOM:51876728	HGNC
MRPL9P1	MRPL9P1	gene	HGNC:29726	HGNC
MRPP1	TRMT10C	gene	HOM:51878670	HGNC
MRPP2	HSD17B10	gene	HOM:51876185	HGNC
MRPP3	PRORP	gene	HOM:51875947	HGNC
MRPS10	MRPS10	gene	HOM:51876810	HGNC
MRPS10P1	MRPS10P1	gene	HGNC:29728	HGNC
MRPS10P2	MRPS10P2	gene	HGNC:29727	HGNC
MRPS10P3	MRPS10P2	gene	HGNC:29727	HGNC
MRPS10P4	MRPS10P2	gene	HGNC:29727	HGNC
MRPS10P5	MRPS10P5	gene	HGNC:29729	HGNC
MRPS11	MRPS11	gene	HOM:51878844	HGNC
MRPS11P1	MRPS11P1	gene	HGNC:16584	HGNC
MRPS12	MRPS12	gene	HOM:51880491	HGNC
MRPS14	MRPS14	gene	HOM:51883563	HGNC
MRPS15	MRPS15	gene	HOM:51884897	HGNC
MRPS15P1	MRPS15P1	gene	HGNC:29730	HGNC
MRPS15P2	MRPS15P2	gene	HGNC:29731	HGNC
MRPS16	MRPS16	gene	HOM:51875218	HGNC
MRPS16P	MRPS16P2	gene	HGNC:16541	HGNC
MRPS16P1	MRPS16P1	gene	HGNC:29732	HGNC
MRPS16P2	MRPS16P2	gene	HGNC:16541	HGNC
MRPS16P3	MRPS16P3	gene	HGNC:29733	HGNC
MRPS17	MRPS17	gene	HOM:51883006	HGNC
MRPS17P1	MRPS17P1	gene	HGNC:29734	HGNC
MRPS17P3	MRPS17P3	gene	HGNC:29736	HGNC
MRPS17P5	MRPS17P5	gene	HGNC:29737	HGNC
MRPS17P6	MRPS17P6	gene	HGNC:29738	HGNC
MRPS17P7	MRPS17P7	gene	HGNC:29735	HGNC
MRPS17P9	MRPS17P9	gene	HGNC:29739	HGNC
MRPS18-1	MRPS18C	gene	HOM:51880080	HGNC
MRPS18-2	MRPS18B	gene	HOM:51882615	HGNC
MRPS18-3	MRPS18A	gene	HOM:51879210	HGNC
MRPS18A	MRPS18A	gene	HOM:51879210	HGNC
MRPS18AL1	RSPH9	gene	HOM:51879209	HGNC
MRPS18AP1	MRPS18AP1	gene	HGNC:29740	HGNC
MRPS18B	MRPS18B	gene	HOM:51882615	HGNC
MRPS18BP1	MRPS18BP1	gene	HGNC:29741	HGNC
MRPS18BP2	MRPS18BP2	gene	HGNC:29742	HGNC
MRPS18C	MRPS18C	gene	HOM:51880080	HGNC
MRPS18CP2	MRPS18CP2	gene	HGNC:29743	HGNC
MRPS18CP3	MRPS18CP3	gene	HGNC:29744	HGNC
MRPS18CP4	MRPS18CP4	gene	HGNC:29745	HGNC
MRPS18CP5	MRPS18CP5	gene	HGNC:29746	HGNC
MRPS18CP6	MRPS18CP6	gene	HGNC:29747	HGNC
MRPS18CP7	MRPS18CP7	gene	HGNC:44530	HGNC
MRPS2	MRPS2	gene	HOM:51883705	HGNC
MRPS21	MRPS21	gene	HOM:51883811	HGNC
MRPS21P1	MRPS21P1	gene	HGNC:29748	HGNC
MRPS21P2	MRPS21P2	gene	HGNC:29749	HGNC
MRPS21P3	MRPS21P3	gene	HGNC:29750	HGNC
MRPS21P4	MRPS21P4	gene	HGNC:29751	HGNC
MRPS21P5	MRPS21P5	gene	HGNC:29752	HGNC
MRPS21P6	MRPS21P6	gene	HGNC:29753	HGNC
MRPS21P7	MRPS21P7	gene	HGNC:29754	HGNC
MRPS21P8	MRPS21P8	gene	HGNC:29755	HGNC
MRPS21P9	MRPS21P9	gene	HGNC:29756	HGNC
MRPS22	MRPS22	gene	HOM:51883830	HGNC
MRPS22P1	MRPS22P1	gene	HGNC:29757	HGNC
MRPS23	MRPS23	gene	HOM:51882001	HGNC
MRPS23P1	MRPS23P1	gene	HGNC:29758	HGNC
MRPS24	MRPS24	gene	HOM:51883203	HGNC
MRPS24P1	MRPS24P1	gene	HGNC:29759	HGNC
MRPS25	MRPS25	gene	HOM:51883115	HGNC
MRPS25P1	MRPS25P1	gene	HGNC:29760	HGNC
MRPS26	MRPS26	gene	HOM:51884856	HGNC
MRPS27	MRPS27	gene	HOM:51882772	HGNC
MRPS28	MRPS28	gene	HOM:51883446	HGNC
MRPS28	MRPS35	gene	HOM:51876688	HGNC
MRPS29	DAP3	gene	HOM:51876769	HGNC
MRPS29P1	DAP3P1	gene	HGNC:17624	HGNC
MRPS29P2	DAP3P2	gene	HGNC:29762	HGNC
MRPS30	MRPS30	gene	HOM:51876777	HGNC
MRPS30-DT	MRPS30-DT	gene	HGNC:53420	HGNC
MRPS31	MRPS31	gene	HOM:51874305	HGNC
MRPS31P1	MRPS31P1	gene	HGNC:29763	HGNC
MRPS31P2	MRPS31P2	gene	HGNC:39252	HGNC
MRPS31P3	MRPS31P5	gene	HGNC:39253	HGNC
MRPS31P4	MRPS31P4	gene	HGNC:42649	HGNC
MRPS31P5	MRPS31P5	gene	HGNC:39253	HGNC
MRPS32	MRPL42	gene	HOM:51888755	HGNC
MRPS33	MRPS33	gene	HOM:51883059	HGNC
MRPS33P1	MRPS33P1	gene	HGNC:29764	HGNC
MRPS33P2	MRPS33P2	gene	HGNC:29765	HGNC
MRPS33P3	MRPS33P3	gene	HGNC:29766	HGNC
MRPS33P4	MRPS33P4	gene	HGNC:29767	HGNC
MRPS34	MRPS34	gene	HOM:51873752	HGNC
MRPS35	MRPS28	gene	HOM:51883446	HGNC
MRPS35	MRPS35	gene	HOM:51876688	HGNC
MRPS35-DT	MRPS35-DT	gene	HGNC:55490	HGNC
MRPS35P1	MRPS35P1	gene	HGNC:29768	HGNC
MRPS35P2	MRPS35P2	gene	HGNC:29769	HGNC
MRPS35P3	MRPS35P3	gene	HGNC:29770	HGNC
MRPS36	KGD4	gene	HOM:51877872	HGNC
MRPS36P1	MRPS36P1	gene	HGNC:29771	HGNC
MRPS36P2	MRPS36P2	gene	HGNC:29772	HGNC
MRPS36P3	MRPS36P3	gene	HGNC:29773	HGNC
MRPS36P4	MRPS36P4	gene	HGNC:29774	HGNC
MRPS36P5	MRPS36P5	gene	HGNC:29775	HGNC
MRPS36P6	MRPS36P6	gene	HGNC:29776	HGNC
MRPS4	IMP3	gene	HOM:51884172	HGNC
MRPS5	MRPS5	gene	HOM:51883568	HGNC
MRPS5P3	MRPS5P3	gene	HGNC:29778	HGNC
MRPS5P4	MRPS5P4	gene	HGNC:29779	HGNC
MRPS6	MRPS6	gene	HOM:51883532	HGNC
MRPS6P1	MRPS6P1	gene	HGNC:29780	HGNC
MRPS6P2	MRPS6P2	gene	HGNC:29781	HGNC
MRPS6P4	MRPS6P4	gene	HGNC:29782	HGNC
MRPS7	MRPS7	gene	HOM:51883107	HGNC
MRPS7P1	MRPS7P1	gene	HGNC:29783	HGNC
MRPS7P2	MRPS7P2	gene	HGNC:29784	HGNC
MRPS9	MRPS9	gene	HOM:51883482	HGNC
MRPS9-AS1	MRPS9-AS1	gene	HGNC:40688	HGNC
MRPS9-AS2	MRPS9-AS2	gene	HGNC:40687	HGNC
MRRF	MRRF	gene	HOM:51884692	HGNC
MRRFP	MRRFP1	gene	HGNC:35238	HGNC
MRRFP1	MRRFP1	gene	HGNC:35238	HGNC
MRS	DEFA1	gene	HOM:51887147	HGNC
MRS1	PANX1	gene	HOM:51878308	HGNC
MRS2	MRS2	gene	HOM:51888758	HGNC
MRS2L	MRS2	gene	HOM:51888758	HGNC
MRS2LP1	MRS2P1	gene	HGNC:20590	HGNC
MRS2P1	MRS2P1	gene	HGNC:20590	HGNC
MRS2P2	MRS2P2	gene	HGNC:33942	HGNC
MRS3/4	SLC25A28	gene	HOM:51877769	HGNC
MRS4L	SLC25A28	gene	HOM:51877769	HGNC
MRSR	SMS	gene	HOM:51884638	HGNC
MRT1	PRSS12	gene	HOM:51879365	HGNC
MRT12	ST3GAL3	gene	HOM:51876679	HGNC
MRT13	TRAPPC9	gene	HOM:51890558	HGNC
MRT14	TECR	gene	HOM:51871587	HGNC
MRT15	MAN1B1	gene	HOM:51877688	HGNC
MRT17	PGAP2	gene	HOM:51875808	HGNC
MRT18	MED23	gene	HOM:51872552	HGNC
MRT2	CRBN	gene	HOM:51884811	HGNC
MRT21	PGAP2	gene	HOM:51875808	HGNC
MRT22	TUSC3	gene	HOM:51881765	HGNC
MRT27	LINS1	gene	HOM:51877579	HGNC
MRT2A	CRBN	gene	HOM:51884811	HGNC
MRT3	CC2D1A	gene	HOM:51885944	HGNC
MRT4	MRTO4	gene	HOM:51874329	HGNC
MRT5	NSUN2	gene	HOM:51882408	HGNC
MRT6	GRIK2	gene	HOM:51876114	HGNC
MRT7	TUSC3	gene	HOM:51881765	HGNC
MRTF-A	MRTFA	gene	HOM:51874204	HGNC
MRTF-B	MRTFB	gene	HOM:51877828	HGNC
MRTFA	MRTFA	gene	HOM:51874204	HGNC
MRTFA-AS1	MRTFA-AS1	gene	HGNC:40681	HGNC
MRTFA-AS2	MRTFA-AS2	gene	HGNC:58611	HGNC
MRTFB	MRTFB	gene	HOM:51877828	HGNC
MRTO4	MRTO4	gene	HOM:51874329	HGNC
MRUL	DMTF1	gene	HOM:51884820	HGNC
MRVI1	IRAG1	gene	HOM:51886002	HGNC
MRVI1-AS1	IRAG1-AS1	gene	HGNC:43434	HGNC
MRVLDC1	MARVELD1	gene	HOM:51876849	HGNC
MRVLDC2	MARVELD2	gene	HOM:51876873	HGNC
MRVLDC3	MARVELD3	gene	HOM:51884424	HGNC
MRX1	IQSEC2	gene	HOM:51877373	HGNC
MRX10	IL1RAPL1	gene	HOM:51875204	HGNC
MRX100	KIF4A	gene	HOM:51884382	HGNC
MRX101	MID2	gene	HOM:51881677	HGNC
MRX12	THOC2	gene	HOM:51890417	HGNC
MRX13	KDM5C	gene	HOM:51877296	HGNC
MRX15	TMEM223	gene	HOM:51882787	HGNC
MRX16	MECP2	gene	HOM:51882678	HGNC
MRX18	IQSEC2	gene	HOM:51877373	HGNC
MRX19	RPS6KA3	gene	HOM:51883672	HGNC
MRX2	PQBP1	gene	HOM:51878487	HGNC
MRX21	IL1RAPL1	gene	HOM:51875204	HGNC
MRX22	SLC16A2	gene	HOM:51877729	HGNC
MRX29	ARX	gene	HOM:51870872	HGNC
MRX3	HCFC1	gene	HOM:51873628	HGNC
MRX30	PAK3	gene	HOM:51889427	HGNC
MRX32	ARX	gene	HOM:51870872	HGNC
MRX33	ARX	gene	HOM:51870872	HGNC
MRX34	IL1RAPL1	gene	HOM:51875204	HGNC
MRX35	THOC2	gene	HOM:51890417	HGNC
MRX36	ARX	gene	HOM:51870872	HGNC
MRX38	ARX	gene	HOM:51870872	HGNC
MRX41	GDI1	gene	HOM:51883093	HGNC
MRX43	ARX	gene	HOM:51870872	HGNC
MRX44	FTSJ1	gene	HOM:51874106	HGNC
MRX45	ZNF81	gene	HGNC:13156	HGNC
MRX46	ARHGEF6	gene	HOM:51885857	HGNC
MRX47	PAK3	gene	HOM:51889427	HGNC
MRX48	GDI1	gene	HOM:51883093	HGNC
MRX50	SYN1	gene	HOM:51881114	HGNC
MRX52	ATRX	gene	HOM:51882138	HGNC
MRX54	ARX	gene	HOM:51870872	HGNC
MRX55	PQBP1	gene	HOM:51878487	HGNC
MRX58	TSPAN7	gene	HOM:51881625	HGNC
MRX59	AP1S2	gene	HOM:51875464	HGNC
MRX60	OPHN1	gene	HOM:51884841	HGNC
MRX62	UPF3B	gene	HOM:51883933	HGNC
MRX63	ACSL4	gene	HOM:51870528	HGNC
MRX65	ZNF711	gene	HOM:51878889	HGNC
MRX68	ACSL4	gene	HOM:51870528	HGNC
MRX72	RAB39B	gene	HOM:51878598	HGNC
MRX74	EFHC2	gene	HOM:51871926	HGNC
MRX76	ARX	gene	HOM:51870872	HGNC
MRX78	IQSEC2	gene	HOM:51877373	HGNC
MRX79	MECP2	gene	HOM:51882678	HGNC
MRX82	UPF3B	gene	HOM:51883933	HGNC
MRX85	DMD	gene	HOM:51871836	HGNC
MRX87	ARX	gene	HOM:51870872	HGNC
MRX88	AGTR2	gene	HOM:51883242	HGNC
MRX89	ZNF41	gene	HGNC:13107	HGNC
MRX9	FTSJ1	gene	HOM:51874106	HGNC
MRX90	DLG3	gene	HOM:51873789	HGNC
MRX91	ZDHHC15	gene	HOM:51874535	HGNC
MRX92	ZNF674	gene	HGNC:17625	HGNC
MRX93	BRWD3	gene	HOM:51880725	HGNC
MRX94	GRIA3	gene	HOM:51876036	HGNC
MRX95	MAGT1	gene	HOM:51874814	HGNC
MRX96	SYP	gene	HOM:51881525	HGNC
MRX97	ZNF711	gene	HOM:51878889	HGNC
MRX98	NEXMIF	gene	HOM:51875949	HGNC
MRX99	USP9X	gene	HOM:51885434	HGNC
MRXS1	ARX	gene	HOM:51870872	HGNC
MRXS10	HSD17B10	gene	HOM:51876185	HGNC
MRXS3	PQBP1	gene	HOM:51878487	HGNC
MRXS4	ZC4H2	gene	HOM:51881760	HGNC
MRXS5	AP1S2	gene	HOM:51875464	HGNC
MRXS6	HDAC8	gene	HOM:51882448	HGNC
MRXS8	PQBP1	gene	HOM:51878487	HGNC
MS2	ADAM8	gene	HOM:51870554	HGNC
MS22	MRPS22	gene	HOM:51883830	HGNC
MS23	MRPS23	gene	HOM:51882001	HGNC
MS25	MRPS25	gene	HOM:51883115	HGNC
MS26	MRPS26	gene	HOM:51884856	HGNC
MS27	MRPS27	gene	HOM:51882772	HGNC
MS29	DAP3	gene	HOM:51876769	HGNC
MS31	MRPS31	gene	HOM:51874305	HGNC
MS33	MRPS33	gene	HOM:51883059	HGNC
MS34	MRPS34	gene	HOM:51873752	HGNC
MS35	MRPS35	gene	HOM:51876688	HGNC
MS37	CHCHD1	gene	HOM:51877342	HGNC
MS38	AURKAIP1	gene	HOM:51883867	HGNC
MS39	PTCD3	gene	HOM:51873696	HGNC
MS40	MRPS18B	gene	HOM:51882615	HGNC
MS4A1	MS4A1	gene	HOM:51877881	HGNC
MS4A10	MS4A10	gene	HOM:51880418	HGNC
MS4A10	MS4A12	gene	HOM:51877873	HGNC
MS4A12	MS4A12	gene	HOM:51877873	HGNC
MS4A13	MS4A13	gene	HOM:51880420	HGNC
MS4A14	MS4A14	gene	HOM:51877875	HGNC
MS4A15	MS4A15	gene	HOM:51877876	HGNC
MS4A16	MS4A14	gene	HOM:51877875	HGNC
MS4A18	MS4A18	gene	HOM:51874962	HGNC
MS4A19P	MS4A19P	gene	HOM:51888759	HGNC
MS4A2	MS4A2	gene	HOM:51877879	HGNC
MS4A3	MS4A3	gene	HOM:51877882	HGNC
MS4A4	MS4A4A	gene	HOM:51874958	HGNC
MS4A4	MS4A8	gene	HOM:51874961	HGNC
MS4A4A	MS4A4A	gene	HOM:51874958	HGNC
MS4A4E	MS4A4E	gene	HOM:51874958	HGNC
MS4A5	MS4A5	gene	HOM:51877874	HGNC
MS4A6	MS4A6A	gene	HOM:51877880	HGNC
MS4A6A	MS4A6A	gene	HOM:51877880	HGNC
MS4A6E	MS4A6E	gene	HOM:51877880	HGNC
MS4A7	MS4A4A	gene	HOM:51874958	HGNC
MS4A7	MS4A7	gene	HOM:51880421	HGNC
MS4A8	MS4A7	gene	HOM:51880421	HGNC
MS4A8	MS4A8	gene	HOM:51874961	HGNC
MS4A8B	MS4A8	gene	HOM:51874961	HGNC
MS4A9	MS4A10	gene	HOM:51880418	HGNC
MS4B1	TMEM176A	gene	HOM:51880419	HGNC
MS4B2	TMEM176B	gene	HOM:51890459	HGNC
MSANTD1	MSANTD1	gene	HOM:51886109	HGNC
MSANTD2	MSANTD2	gene	HOM:51888760	HGNC
MSANTD2-AS1	MSANTD2-AS1	gene	HGNC:55601	HGNC
MSANTD2P1	MSANTD2P1	gene	HGNC:39637	HGNC
MSANTD3	MSANTD3	gene	HOM:51888761	HGNC
MSANTD3-TMEFF1	MSANTD3-TMEFF1	gene	HOM:51874253	HGNC
MSANTD3P1	MSANTD3P1	gene	HGNC:55780	HGNC
MSANTD4	MSANTD4	gene	HOM:51886068	HGNC
MSANTD5	MSANTD5	gene	HOM:51888773	HGNC
MSANTD7	MSANTD7	gene	HOM:51888774	HGNC
MSAP	MTAP	gene	HOM:51884370	HGNC
MSBP1	MSBP1	gene	HGNC:7318	HGNC
MSBP2	MSBP2	gene	HGNC:7319	HGNC
MSBP3	PRDM9	gene	HOM:51884289	HGNC
MSC	MSC	gene	HOM:51888775	HGNC
MSC-AS1	MSC-AS1	gene	HGNC:48724	HGNC
MSCP	SLC25A37	gene	HOM:51874906	HGNC
MSE1	EARS2	gene	HOM:51883494	HGNC
MSE55	CDC42EP1	gene	HOM:51879120	HGNC
MSF	FN1	gene	HOM:51887475	HGNC
MSF	PRG4	gene	HOM:51874048	HGNC
MSF	SEPTIN9	gene	HOM:51872012	HGNC
MSF1	SEPTIN9	gene	HOM:51872012	HGNC
MSG1	CITED1	gene	HOM:51875168	HGNC
MSGN1	MSGN1	gene	HOM:51877754	HGNC
MSH	MSX2	gene	HOM:51873602	HGNC
MSH	POMC	gene	HOM:51870536	HGNC
MSH-2	MSH2	gene	HOM:51882307	HGNC
MSH-6	MSH6	gene	HOM:51871637	HGNC
MSH-R	MC1R	gene	HOM:51885104	HGNC
MSH2	MSH2	gene	HOM:51882307	HGNC
MSH2-OT1	MSH2-OT1	gene	HGNC:40319	HGNC
MSH3	MSH3	gene	HOM:51880964	HGNC
MSH4	MSH4	gene	HOM:51886161	HGNC
MSH5	MSH5	gene	HOM:51880137	HGNC
MSH5-C6ORF26	MSH5-SAPCD1	gene	HGNC:41994	HGNC
MSH5-SAPCD1	MSH5-SAPCD1	gene	HGNC:41994	HGNC
MSH6	MSH6	gene	HOM:51871637	HGNC
MSHMT	SHMT2	gene	HOM:51885574	HGNC
MSI1	MSI1	gene	HOM:51871843	HGNC
MSI2	MSI2	gene	HOM:51871878	HGNC
MSI2-AS1	MSI2-AS1	gene	HGNC:58556	HGNC
MSK	SIK1	gene	HOM:51875609	HGNC
MSK1	RPS6KA5	gene	HOM:51881145	HGNC
MSK12	ITGB1	gene	HOM:51871058	HGNC
MSK16	ACAN	gene	HOM:51870613	HGNC
MSK16	CSPG4	gene	HOM:51885320	HGNC
MSK18	ITGA3	gene	HOM:51870998	HGNC
MSK2	RPS6KA4	gene	HOM:51880840	HGNC
MSK21	CD59	gene	HOM:51877645	HGNC
MSK8	ITGAV	gene	HOM:51883358	HGNC
MSL-1	MSL1	gene	HOM:51874983	HGNC
MSL-2	MSL2	gene	HOM:51874380	HGNC
MSL1	MSL1	gene	HOM:51874983	HGNC
MSL1	SNRPB2	gene	HOM:51877133	HGNC
MSL1V1	KANSL1	gene	HOM:51879883	HGNC
MSL1V2	KANSL1L	gene	HOM:51881222	HGNC
MSL2	MSL2	gene	HOM:51874380	HGNC
MSL2L1	MSL2	gene	HOM:51874380	HGNC
MSL3	MSL3	gene	HOM:51888777	HGNC
MSL3-DT	MSL3-DT	gene	HGNC:56856	HGNC
