Gene Synonym	Gene name	Gene type	Gene stable ID	Gene description
BRLZ	CCDC88B	gene	HOM:51883956	HGNC
BRM	SMARCA2	gene	HOM:51882023	HGNC
BRME1	BRME1	gene	HOM:51886559	HGNC
BRMS1	BRMS1	gene	HOM:51881339	HGNC
BRMS1	BRMS1L	gene	HOM:51871147	HGNC
BRMS1L	BRMS1L	gene	HOM:51871147	HGNC
BRMS2	IMP3	gene	HOM:51884172	HGNC
BRN-3B	POU4F2	gene	HOM:51871152	HGNC
BRN1	POU3F3	gene	HOM:51871148	HGNC
BRN2	POU3F2	gene	HOM:51871149	HGNC
BRN3A	POU4F1	gene	HOM:51871150	HGNC
BRN3B	POU4F2	gene	HOM:51871152	HGNC
BRN3C	POU4F3	gene	HOM:51871151	HGNC
BRN4	POU3F4	gene	HOM:51889578	HGNC
BRN5	POU6F1	gene	HOM:51878467	HGNC
BRODL	BRWD3	gene	HOM:51880725	HGNC
BROMI	TBC1D32	gene	HOM:51871153	HGNC
BROX	BROX	gene	HOM:51879342	HGNC
BRP16	HGH1	gene	HOM:51871156	HGNC
BRP17	PNKD	gene	HOM:51877094	HGNC
BRP44	MPC2	gene	HOM:51871157	HGNC
BRP44L	MPC1	gene	HOM:51884861	HGNC
BRPF1	BRPF1	gene	HOM:51884040	HGNC
BRPF2	BRD1	gene	HOM:51871140	HGNC
BRPF3	BRPF3	gene	HOM:51871159	HGNC
BRPF3-AS1	BRPF3-AS1	gene	HGNC:55591	HGNC
BRPK	PINK1	gene	HOM:51882375	HGNC
BRPTB	PTBP2	gene	HOM:51877232	HGNC
BRR2	SNRNP200	gene	HOM:51874306	HGNC
BRRIAR	BRRIAR	gene	HGNC:59155	HGNC
BRRN1	NCAPH	gene	HOM:51881244	HGNC
BRS1	NMBR	gene	HOM:51878062	HGNC
BRS2	GRPR	gene	HOM:51885668	HGNC
BRS3	BRS3	gene	HOM:51886560	HGNC
BRSK1	BRSK1	gene	HOM:51879884	HGNC
BRSK1-AS1	BRSK1-AS1	gene	HGNC:58329	HGNC
BRSK2	BRSK2	gene	HOM:51884981	HGNC
BRST-2	PIP	gene	HOM:51889514	HGNC
BRT	TYRO3	gene	HOM:51873354	HGNC
BRUCE	BIRC6	gene	HOM:51885761	HGNC
BRUNOL1	CELF3	gene	HOM:51872209	HGNC
BRUNOL2	CELF1	gene	HOM:51871162	HGNC
BRUNOL3	CELF2	gene	HOM:51871968	HGNC
BRUNOL4	CELF4	gene	HOM:51884872	HGNC
BRUNOL5	CELF5	gene	HOM:51871163	HGNC
BRUNOL6	CELF6	gene	HOM:51880615	HGNC
BRWD1	BRWD1	gene	HOM:51876978	HGNC
BRWD1-AS1	BRWD1-AS1	gene	HGNC:40614	HGNC
BRWD1-AS2	BRWD1-AS1	gene	HGNC:40614	HGNC
BRWD1-IT1	BRWD1-IT1	gene	HGNC:41920	HGNC
BRWD1-IT2	BRWD1-AS1	gene	HGNC:40614	HGNC
BRWD1P1	BRWD1P1	gene	HGNC:51528	HGNC
BRWD1P2	BRWD1P2	gene	HGNC:51529	HGNC
BRWD1P3	BRWD1P3	gene	HGNC:51530	HGNC
BRWD2	PHIP	gene	HOM:51877084	HGNC
BRWD2	WDR11	gene	HOM:51879788	HGNC
BRWD3	BRWD3	gene	HOM:51880725	HGNC
BRX	AKAP13	gene	HOM:51870652	HGNC
BRX	CHIC1	gene	HOM:51882597	HGNC
BRX1	PITX2	gene	HOM:51878431	HGNC
BS	BLM	gene	HOM:51885508	HGNC
BS-63	RGPD5	gene	HGNC:32418	HGNC
BS-84	SPAG8	gene	HOM:51886245	HGNC
BS-DRL1	MIR9-3HG	gene	HOM:51888669	HGNC
BS16M	MRPS16	gene	HOM:51875218	HGNC
BS18M	MRPS18C	gene	HOM:51880080	HGNC
BS21M	MRPS21	gene	HOM:51883811	HGNC
BS4	NUB1	gene	HOM:51883854	HGNC
BS69	ZMYND11	gene	HOM:51871137	HGNC
BS6M	MRPS6	gene	HOM:51883532	HGNC
BSAC	MRTFA	gene	HOM:51874204	HGNC
BSAP	PAX5	gene	HOM:51885080	HGNC
BSC	SLC12A1	gene	HOM:51878044	HGNC
BSC-1	SLC12A1	gene	HOM:51878044	HGNC
BSC-2	SLC12A2	gene	HOM:51877584	HGNC
BSC1	SLC12A1	gene	HOM:51878044	HGNC
BSC2	SLC12A2	gene	HOM:51877584	HGNC
BSCL	AGPAT2	gene	HOM:51883608	HGNC
BSCL2	BSCL2	gene	HOM:51883133	HGNC
BSCV	APMAP	gene	HOM:51871164	HGNC
BSDC1	BSDC1	gene	HOM:51874243	HGNC
BSEP	ABCB11	gene	HOM:51871165	HGNC
BSF-3	CLCF1	gene	HOM:51881007	HGNC
BSF1	IL4	gene	HOM:51876657	HGNC
BSF2	IL6	gene	HOM:51886028	HGNC
BSF3	CLCF1	gene	HOM:51881007	HGNC
BSG	BSG	gene	HOM:51870385	HGNC
BSG-AS1	BSG-AS1	gene	HGNC:55286	HGNC
BSMAP	TMEM59L	gene	HOM:51882572	HGNC
BSN	BSN	gene	HOM:51871166	HGNC
BSN-AS1	BSN-AS1	gene	HGNC:40102	HGNC
BSN-AS2	BSN-DT	gene	HGNC:42445	HGNC
BSN-DT	BSN-DT	gene	HGNC:42445	HGNC
BSN1	BNC1	gene	HOM:51874832	HGNC
BSN2	BNC2	gene	HOM:51871127	HGNC
BSND	BSND	gene	HOM:51876852	HGNC
BSNDP1	BSNDP1	gene	HGNC:51536	HGNC
BSNDP2	BSNDP2	gene	HGNC:51537	HGNC
BSNDP3	BSNDP3	gene	HGNC:51538	HGNC
BSNDP4	BSNDP4	gene	HGNC:51539	HGNC
BSP	IBSP	gene	HOM:51887729	HGNC
BSP-II	IBSP	gene	HOM:51887729	HGNC
BSP1	BSPH1	gene	HOM:51886561	HGNC
BSPECV	SPTBN5	gene	HOM:51880870	HGNC
BSPH1	BSPH1	gene	HOM:51886561	HGNC
BSPI	SPP1	gene	HOM:51890211	HGNC
BSPRY	BSPRY	gene	HOM:51880471	HGNC
BSR	MEG8	gene	HOM:51888341	HGNC
BSSL	CEL	gene	HOM:51871021	HGNC
BSSP	KLK6	gene	HOM:51887993	HGNC
BSSP-3	PRSS12	gene	HOM:51879365	HGNC
BSSP-4	PRSS22	gene	HOM:51889673	HGNC
BST-1	BST1	gene	HOM:51886562	HGNC
BST-2	BST2	gene	HOM:51886563	HGNC
BST1	BST1	gene	HOM:51886562	HGNC
BST1	PGAP1	gene	HOM:51880540	HGNC
BST1-AS1	BST1-AS1	gene	HGNC:58739	HGNC
BST2	BST2	gene	HOM:51886563	HGNC
BSX	BSX	gene	HOM:51885235	HGNC
BSX1	BSX	gene	HOM:51885235	HGNC
BSYN2	SNTB1	gene	HOM:51884815	HGNC
BT	BTN1A1	gene	HOM:51883952	HGNC
BT-IGSF	IGSF11	gene	HOM:51887819	HGNC
BT2.1	BTN2A1	gene	HOM:51883953	HGNC
BT2.2	BTN2A2	gene	HOM:51883953	HGNC
BT2A	BDNF-AS	gene	HGNC:20608	HGNC
BT2B	BDNF-AS	gene	HGNC:20608	HGNC
BT2C	BDNF-AS	gene	HGNC:20608	HGNC
BT2D	BDNF-AS	gene	HGNC:20608	HGNC
BT3.1	BTN3A1	gene	HGNC:1138	HGNC
BTAF1	BTAF1	gene	HOM:51881559	HGNC
BTAK	AURKA	gene	HOM:51874188	HGNC
BTB3	ABTB1	gene	HOM:51880203	HGNC
BTBD1	BTBD1	gene	HOM:51886564	HGNC
BTBD10	BTBD10	gene	HOM:51876404	HGNC
BTBD10P1	BTBD10P1	gene	HGNC:51540	HGNC
BTBD10P2	BTBD10P2	gene	HGNC:51541	HGNC
BTBD11	ABTB3	gene	HOM:51879426	HGNC
BTBD12	SLX4	gene	HOM:51871168	HGNC
BTBD13	GMCL1	gene	HOM:51875986	HGNC
BTBD14A	NACC2	gene	HOM:51888849	HGNC
BTBD14B	NACC1	gene	HOM:51876431	HGNC
BTBD15	ZBTB44	gene	HOM:51880380	HGNC
BTBD16	BTBD16	gene	HOM:51885815	HGNC
BTBD17	BTBD17	gene	HOM:51880092	HGNC
BTBD17A	BTBD17	gene	HOM:51880092	HGNC
BTBD17B	LGALS3BP	gene	HOM:51877558	HGNC
BTBD18	BTBD18	gene	HOM:51886565	HGNC
BTBD19	BTBD19	gene	HOM:51886566	HGNC
BTBD2	BTBD2	gene	HOM:51871169	HGNC
BTBD20	CCIN	gene	HOM:51886787	HGNC
BTBD21	ABTB1	gene	HOM:51880203	HGNC
BTBD22	ABTB2	gene	HOM:51885803	HGNC
BTBD23	ANKFY1	gene	HOM:51882256	HGNC
BTBD24	BACH1	gene	HOM:51870994	HGNC
BTBD25	BACH2	gene	HOM:51870995	HGNC
BTBD26	IBTK	gene	HOM:51875293	HGNC
BTBD27	KCTD9	gene	HOM:51877459	HGNC
BTBD28	KCTD10	gene	HOM:51882143	HGNC
BTBD29	LZTR1	gene	HOM:51875632	HGNC
BTBD3	BTBD3	gene	HOM:51871170	HGNC
BTBD3-AS1	BTBD3-AS1	gene	HGNC:40728	HGNC
BTBD30	NACC1	gene	HOM:51876431	HGNC
BTBD31	NACC2	gene	HOM:51888849	HGNC
BTBD32	SPOP	gene	HOM:51884320	HGNC
BTBD33	SPOPL	gene	HOM:51876829	HGNC
BTBD34	TNFAIP1	gene	HOM:51882518	HGNC
BTBD4	ZBTB46	gene	HOM:51881108	HGNC
BTBD5	KLHL28	gene	HOM:51887965	HGNC
BTBD6	BTBD6	gene	HOM:51871171	HGNC
BTBD6P1	BTBD6P1	gene	HGNC:51542	HGNC
BTBD7	BTBD7	gene	HOM:51881205	HGNC
BTBD7P1	BTBD7P1	gene	HGNC:44875	HGNC
BTBD7P2	BTBD7P2	gene	HGNC:44876	HGNC
BTBD8	BTBD8	gene	HOM:51877273	HGNC
BTBD9	BTBD9	gene	HOM:51882446	HGNC
BTBD9-AS1	BTBD9-AS1	gene	HGNC:40959	HGNC
BTC	BTC	gene	HOM:51883496	HGNC
BTCL1	NETO1	gene	HOM:51885766	HGNC
BTD	BTD	gene	HOM:51883511	HGNC
BTDC	PDCD1LG2	gene	HOM:51885674	HGNC
BTEB1	KLF9	gene	HOM:51871172	HGNC
BTEB2	KLF5	gene	HOM:51877500	HGNC
BTEB3	KLF13	gene	HOM:51877497	HGNC
BTEB4	KLF16	gene	HOM:51887959	HGNC
BTEB5	KLF14	gene	HOM:51887958	HGNC
BTF	BCLAF1	gene	HOM:51886522	HGNC
BTF1	BTN2A1	gene	HOM:51883953	HGNC
BTF2	BTN2A2	gene	HOM:51883953	HGNC
BTF2	ERCC3	gene	HOM:51882346	HGNC
BTF2	GTF2H1	gene	HOM:51878288	HGNC
BTF2	GTF2H2	gene	HOM:51878282	HGNC
BTF2	GTF2H3	gene	HOM:51887625	HGNC
BTF2P44	GTF2H2	gene	HOM:51878282	HGNC
BTF3	BTF3	gene	HOM:51882071	HGNC
BTF3	BTN3A3	gene	HGNC:1140	HGNC
BTF3-DT	BTF3-DT	gene	HGNC:55211	HGNC
BTF3A	BTF3	gene	HOM:51882071	HGNC
BTF3B	BTF3	gene	HOM:51882071	HGNC
BTF3L1	BTF3P11	gene	HGNC:1126	HGNC
BTF3L2	BTF3P12	gene	HGNC:1127	HGNC
BTF3L3	BTF3P13	gene	HGNC:1128	HGNC
BTF3L4	BTF3L4	gene	HOM:51884428	HGNC
BTF3L4P1	BTF3L4P1	gene	HGNC:39645	HGNC
BTF3L4P2	BTF3L4P2	gene	HGNC:39646	HGNC
BTF3L4P3	BTF3L4P3	gene	HGNC:39647	HGNC
BTF3L4P4	BTF3L4P4	gene	HGNC:39648	HGNC
BTF3P1	BTF3P1	gene	HGNC:1129	HGNC
BTF3P10	BTF3P10	gene	HGNC:38570	HGNC
BTF3P11	BTF3P11	gene	HGNC:1126	HGNC
BTF3P12	BTF3P12	gene	HGNC:1127	HGNC
BTF3P13	BTF3P13	gene	HGNC:1128	HGNC
BTF3P14	BTF3P14	gene	HGNC:38571	HGNC
BTF3P15	BTF3P15	gene	HGNC:38567	HGNC
BTF3P16	BTF3P16	gene	HGNC:38568	HGNC
BTF3P2	BTF3P2	gene	HGNC:19924	HGNC
BTF3P3	BTF3P3	gene	HGNC:31100	HGNC
BTF3P4	BTF3P4	gene	HGNC:38566	HGNC
BTF3P5	BTF3P5	gene	HGNC:38565	HGNC
BTF3P6	BTF3P6	gene	HGNC:23765	HGNC
BTF3P7	BTF3P7	gene	HGNC:38569	HGNC
BTF3P8	BTF3P8	gene	HGNC:38572	HGNC
BTF3P9	BTF3P9	gene	HGNC:38573	HGNC
BTF4	GTF2F1	gene	HOM:51874997	HGNC
BTF4	GTF2F2	gene	HOM:51876140	HGNC
BTF5	BTN3A1	gene	HGNC:1138	HGNC
BTG1	BTG1	gene	HOM:51871173	HGNC
BTG1-DT	BTG1-DT	gene	HGNC:55600	HGNC
BTG1P1	BTG1P1	gene	HGNC:37692	HGNC
BTG2	BTG2	gene	HOM:51871174	HGNC
BTG2-DT	BTG2-DT	gene	HGNC:49452	HGNC
BTG3	BTG3	gene	HOM:51871976	HGNC
BTG3-7:1	C21ORF91	gene	HOM:51885325	HGNC
BTG3-AS1	BTG3-AS1	gene	HGNC:53145	HGNC
BTG3P1	BTG3P1	gene	HGNC:51543	HGNC
BTG4	BTG4	gene	HOM:51885121	HGNC
BTG4P1	BTG4P1	gene	HGNC:51544	HGNC
BTHS	TAFAZZIN	gene	HOM:51881563	HGNC
BTK	BTK	gene	HOM:51886567	HGNC
BTKAP1	GTF2I	gene	HOM:51887626	HGNC
BTKI	IBTK	gene	HOM:51875293	HGNC
BTKL	TXK	gene	HOM:51884924	HGNC
BTL	CHIC2	gene	HOM:51884054	HGNC
BTL-II	BTNL2	gene	HOM:51886569	HGNC
BTLA	BTLA	gene	HOM:51885382	HGNC
BTLA1	BTLA	gene	HOM:51885382	HGNC
BTN	BTN1A1	gene	HOM:51883952	HGNC
BTN1	BTN1A1	gene	HOM:51883952	HGNC
BTN1	CLN3	gene	HOM:51884768	HGNC
BTN12	SKINT1L	gene	HGNC:33993	HGNC
BTN1A1	BTN1A1	gene	HOM:51883952	HGNC
BTN1A1P1	BTN1A1P1	gene	HGNC:51545	HGNC
BTN2.1	BTN2A1	gene	HOM:51883953	HGNC
BTN2.2	BTN2A2	gene	HOM:51883953	HGNC
BTN2.3	BTN2A3P	gene	HOM:51883953	HGNC
BTN2A1	BTN2A1	gene	HOM:51883953	HGNC
BTN2A2	BTN2A2	gene	HOM:51883953	HGNC
BTN2A3	BTN2A3P	gene	HOM:51883953	HGNC
BTN2A3P	BTN2A3P	gene	HOM:51883953	HGNC
BTN3.1	BTN3A1	gene	HGNC:1138	HGNC
BTN3.2	BTN3A2	gene	HGNC:1139	HGNC
BTN3.3	BTN3A3	gene	HGNC:1140	HGNC
BTN3A1	BTN3A1	gene	HGNC:1138	HGNC
BTN3A2	BTN3A2	gene	HGNC:1139	HGNC
BTN3A3	BTN3A3	gene	HGNC:1140	HGNC
BTN4	BTNL10P	gene	HOM:51883954	HGNC
BTN5	ERMAP	gene	HOM:51887340	HGNC
BTN6	MOG	gene	HOM:51888708	HGNC
BTN7	BTNL2	gene	HOM:51886569	HGNC
BTN8	BTNL9	gene	HOM:51883951	HGNC
BTN9.1	BTNL3	gene	HGNC:1143	HGNC
BTN9.2	BTNL8	gene	HGNC:26131	HGNC
BTNL10	BTNL10P	gene	HOM:51883954	HGNC
BTNL10P	BTNL10P	gene	HOM:51883954	HGNC
BTNL11	MOG	gene	HOM:51888708	HGNC
BTNL12P	BTNL12P	gene	HOM:51886568	HGNC
BTNL2	BTNL2	gene	HOM:51886569	HGNC
BTNL3	BTNL3	gene	HGNC:1143	HGNC
BTNL8	BTNL8	gene	HGNC:26131	HGNC
BTNL9	BTNL9	gene	HOM:51883951	HGNC
BTNLR	BTNL3	gene	HGNC:1143	HGNC
BTR	SKAP1-AS2	gene	HGNC:55570	HGNC
BTR1	SLC4A11	gene	HOM:51880385	HGNC
BTRC	BTRC	gene	HOM:51886570	HGNC
BTRC2	FBXW11	gene	HOM:51871178	HGNC
BTRC2P	FBXW11P1	gene	HGNC:1145	HGNC
BTRCP	BTRC	gene	HOM:51886570	HGNC
BTRCP1	BTRC	gene	HOM:51886570	HGNC
BTRCP1	BTRCP1	gene	HGNC:51546	HGNC
BTRCP2	FBXW11	gene	HOM:51871178	HGNC
BTS	CLN3	gene	HOM:51884768	HGNC
BTZ	CASC3	gene	HOM:51885141	HGNC
BUB1	BUB1	gene	HOM:51879096	HGNC
BUB1A	BUB1	gene	HOM:51879096	HGNC
BUB1A	BUB1B	gene	HOM:51875193	HGNC
BUB1B	BUB1B	gene	HOM:51875193	HGNC
BUB1B-PAK6	BUB1B-PAK6	gene	HOM:51878301	HGNC
BUB1L	BUB1	gene	HOM:51879096	HGNC
BUB1P1	BUB1P1	gene	HGNC:49529	HGNC
BUB3	BUB3	gene	HOM:51882821	HGNC
BUB3L	BUB3	gene	HOM:51882821	HGNC
BUB3P1	BUB3P1	gene	HGNC:51559	HGNC
BUBR1	BUB1B	gene	HOM:51875193	HGNC
BUCS1	ACSM1	gene	HOM:51883895	HGNC
BUD13	BUD13	gene	HOM:51875311	HGNC
BUD13-DT	BUD13-DT	gene	HGNC:55834	HGNC
BUD13P1	BUD13P1	gene	HGNC:51560	HGNC
BUD22	SRFBP1	gene	HOM:51874847	HGNC
BUD23	BUD23	gene	HOM:51881934	HGNC
BUD31	BUD31	gene	HOM:51875846	HGNC
BUD31P1	BUD31P1	gene	HGNC:51561	HGNC
BUD31P2	BUD31P2	gene	HGNC:51562	HGNC
BUD32	TP53RK	gene	HOM:51890538	HGNC
BUG13	WBP11	gene	HOM:51884553	HGNC
BUG21	PACRG	gene	HOM:51882876	HGNC
BUGZ	ZNF207	gene	HOM:51881969	HGNC
BUN107	WDR20	gene	HOM:51890818	HGNC
BUN62	WDR48	gene	HOM:51875686	HGNC
BUP	COMMD3	gene	HOM:51882973	HGNC
BUP1	UPB1	gene	HOM:51882255	HGNC
BUSI2	SPINK6	gene	HOM:51890189	HGNC
BUSTER1	ZBED5	gene	HOM:51890853	HGNC
BUSTER2	ZMYM6	gene	HOM:51890911	HGNC
BUSTER3	ZBED8	gene	HGNC:30804	HGNC
BUSTER4	SCAND3	gene	HGNC:13851	HGNC
BUTR1	BTNL10P	gene	HOM:51883954	HGNC
BV05S1J2.2	TRBC1	gene	HOM:51890636	HGNC
BV07S1J2.7	TRBV4-1	gene	HOM:51890656	HGNC
BV8	PROK2	gene	HOM:51885825	HGNC
BVES	POPDC1	gene	HOM:51871183	HGNC
BVES-AS1	POPDC1-AS1	gene	HGNC:21223	HGNC
BVR1	BVR1	gene	HGNC:1153	HGNC
BVRA	BLVRA	gene	HOM:51883462	HGNC
BVRALPHA	BLVRA	gene	HOM:51883462	HGNC
BWCR	CDKN1C	gene	HOM:51871996	HGNC
BWD	SMU1	gene	HOM:51881389	HGNC
BWR1A	SLC67A1	gene	HOM:51881361	HGNC
BWR1B	SLC67A1-AS	gene	HGNC:10965	HGNC
BWR1C	PHLDA2	gene	HOM:51883078	HGNC
BWRT	KCNQ1DN	gene	HGNC:13335	HGNC
BWS	CDKN1C	gene	HOM:51871996	HGNC
BWSCR1A	SLC67A1	gene	HOM:51881361	HGNC
BWSCR1B	SLC67A1-AS	gene	HGNC:10965	HGNC
BX357664	GRHL2-DT	gene	HGNC:55466	HGNC
BX42	SNW1	gene	HOM:51874186	HGNC
BXDC1	RPF2	gene	HOM:51871186	HGNC
BXDC1P	RPF2P1	gene	HGNC:16186	HGNC
BXDC2	BRIX1	gene	HOM:51886558	HGNC
BXDC3	PPAN	gene	HOM:51871828	HGNC
BXDC4	IMP4	gene	HOM:51884653	HGNC
BXDC5	RPF1	gene	HOM:51871187	HGNC
BXLBV68	PGAM5	gene	HOM:51874206	HGNC
BXMAS1	FCRL5	gene	HOM:51887457	HGNC
BXMAS2-10	GLYATL2	gene	HGNC:24178	HGNC
BXR	NR1I2	gene	HOM:51878582	HGNC
BY55	CD160	gene	HOM:51886803	HGNC
BYE1	DIDO1	gene	HOM:51872740	HGNC
BYSL	BYSL	gene	HOM:51884277	HGNC
BZAP45	BZW1	gene	HOM:51871192	HGNC
BZEL	ZBTB46	gene	HOM:51881108	HGNC
BZP	ZEB1	gene	HOM:51877466	HGNC
BZRAP1	TSPOAP1	gene	HOM:51890711	HGNC
BZRAP1-AS1	TSPOAP1-AS1	gene	HGNC:44148	HGNC
BZRP	TSPO	gene	HOM:51871191	HGNC
BZRPL1	TSPO2	gene	HOM:51871190	HGNC
BZS	PTEN	gene	HOM:51873703	HGNC
BZW1	BZW1	gene	HOM:51871192	HGNC
BZW1-AS1	BZW1-AS1	gene	HGNC:40839	HGNC
BZW1L1	BZW1P2	gene	HGNC:33954	HGNC
BZW1P1	BZW1P1	gene	HGNC:31378	HGNC
BZW1P2	BZW1P2	gene	HGNC:33954	HGNC
BZW2	BZW2	gene	HOM:51878901	HGNC
C(27)-3BETA-HSD	HSD3B7	gene	HOM:51874761	HGNC
C-1	PFDN4	gene	HOM:51880685	HGNC
C-193	ANKRD1	gene	HOM:51883858	HGNC
C-2K	CDK9	gene	HOM:51882118	HGNC
C-ABL	ABL1	gene	HOM:51885835	HGNC
C-ANCA	PRTN3	gene	HOM:51889691	HGNC
C-CBL	CBL	gene	HOM:51882443	HGNC
C-COT	MAP3K8	gene	HOM:51885790	HGNC
C-E10	BCL10	gene	HOM:51885784	HGNC
C-ERB-2	ERBB2	gene	HOM:51882695	HGNC
C-ERB2	ERBB2	gene	HOM:51882695	HGNC
C-ERBA	THRA	gene	HOM:51872223	HGNC
C-ERBA-1	THRA	gene	HOM:51872223	HGNC
C-ERBA-2	THRB	gene	HOM:51875413	HGNC
C-ERBA-BETA	THRB	gene	HOM:51875413	HGNC
C-EYK	MERTK	gene	HOM:51877749	HGNC
C-FGR	FGR	gene	HOM:51875622	HGNC
C-FLIP	CFLAR	gene	HOM:51872229	HGNC
C-FMS	CSF1R	gene	HOM:51872231	HGNC
C-FOS	FOS	gene	HOM:51871450	HGNC
C-IAP1	BIRC2	gene	HOM:51871097	HGNC
C-IAP2	BIRC3	gene	HOM:51871096	HGNC
C-JUN	JUN	gene	HOM:51872362	HGNC
C-KIT	KIT	gene	HOM:51872369	HGNC
C-KROX	ZBTB7B	gene	HOM:51881606	HGNC
C-LBC	AKAP13	gene	HOM:51870652	HGNC
C-LMOD	LMOD2	gene	HOM:51880920	HGNC
C-MAF	MAF	gene	HOM:51872407	HGNC
C-MIR	MARCHF8	gene	HOM:51877710	HGNC
C-MYB	MYB	gene	HOM:51872416	HGNC
C-MYC	MYC	gene	HOM:51872417	HGNC
C-NAP1	CEP250	gene	HOM:51886891	HGNC
C-P4HALPHA(I)	P4HA1	gene	HOM:51878283	HGNC
C-P4HALPHA(II)	P4HA2	gene	HOM:51878537	HGNC
C-P4HALPHA(III)	P4HA3	gene	HOM:51880799	HGNC
C-RAF	RAF1	gene	HOM:51872513	HGNC
C-REL	REL	gene	HOM:51872522	HGNC
C-ROS-1	ROS1	gene	HOM:51872544	HGNC
C-SAA	SAA4	gene	HOM:51882942	HGNC
C-SRC	SRC	gene	HOM:51874850	HGNC
C-YES	YES1	gene	HOM:51885282	HGNC
C/EBP-ALPHA	CEBPA	gene	HOM:51871448	HGNC
C/EBP-BETA	CEBPB	gene	HOM:51871686	HGNC
C/EBP-DELTA	CEBPD	gene	HOM:51872204	HGNC
C1	ARHGAP4	gene	HOM:51881126	HGNC
C1	PFDN4	gene	HOM:51880685	HGNC
C1	TRGC1	gene	HOM:51890676	HGNC
C1-INH	SERPING1	gene	HOM:51871220	HGNC
C1-TEN	TNS2	gene	HOM:51874628	HGNC
C10	C12ORF57	gene	HOM:51874538	HGNC
C10ORF10	DEPP1	gene	HOM:51887211	HGNC
C10ORF100	NRG3-AS1	gene	HGNC:31429	HGNC
C10ORF101	LINC00595	gene	HGNC:31430	HGNC
C10ORF102	GLUD1P3	gene	HGNC:4338	HGNC
C10ORF103	DNAJC9-AS1	gene	HGNC:31432	HGNC
C10ORF104	ANAPC16	gene	HOM:51883105	HGNC
C10ORF105	C10ORF105	gene	HOM:51886571	HGNC
C10ORF106	CDH23-AS1	gene	HGNC:31433	HGNC
C10ORF107	CABCOCO1	gene	HOM:51883991	HGNC
C10ORF108	DIP2C-AS1	gene	HGNC:30724	HGNC
C10ORF109	ADARB2-AS1	gene	HGNC:23299	HGNC
C10ORF11	LRMDA	gene	HOM:51871195	HGNC
C10ORF110	IDI2-AS1	gene	HGNC:30885	HGNC
C10ORF111	RPP38-DT	gene	HGNC:28582	HGNC
C10ORF112	MALRD1	gene	HOM:51885061	HGNC
C10ORF113	NEBL	gene	HOM:51888869	HGNC
C10ORF114	MIR1915HG	gene	HGNC:31448	HGNC
C10ORF115	C10ORF67	gene	HOM:51885514	HGNC
C10ORF116	ADIRF	gene	HGNC:24043	HGNC
C10ORF117	NOC3L	gene	HOM:51870548	HGNC
C10ORF118	CCDC186	gene	HOM:51875969	HGNC
C10ORF119	MCMBP	gene	HOM:51871196	HGNC
C10ORF12	LCOR	gene	HOM:51874967	HGNC
C10ORF120	C10ORF120	gene	HOM:51886572	HGNC
C10ORF121	NKX1-2	gene	HOM:51885103	HGNC
C10ORF122	TEX36	gene	HOM:51881316	HGNC
C10ORF123	CFAP46	gene	HOM:51886902	HGNC
C10ORF124	CFAP46	gene	HOM:51886902	HGNC
C10ORF125	FUOM	gene	HOM:51879724	HGNC
C10ORF126	C10ORF126	gene	HGNC:28693	HGNC
C10ORF127	TMEM72	gene	HOM:51880328	HGNC
C10ORF128	TMEM273	gene	HOM:51890485	HGNC
C10ORF129	ACSM6	gene	HGNC:31665	HGNC
C10ORF13	FGFBP3	gene	HOM:51877003	HGNC
C10ORF130	CC2D2B	gene	HOM:51886734	HGNC
C10ORF131	CC2D2B	gene	HOM:51886734	HGNC
C10ORF132	GOLGA7B	gene	HOM:51876062	HGNC
C10ORF133	GOLGA7B	gene	HOM:51876062	HGNC
C10ORF134	ENO4	gene	HOM:51883604	HGNC
C10ORF135	TRIAP1P1	gene	HGNC:31659	HGNC
C10ORF136	LINC00619	gene	HGNC:31657	HGNC
C10ORF137	EDRF1	gene	HOM:51875974	HGNC
C10ORF138	EEF1AKMT2	gene	HOM:51877757	HGNC
C10ORF139	LINC00200	gene	HGNC:30974	HGNC
C10ORF14	JAKMIP3	gene	HOM:51885841	HGNC
C10ORF140	SKIDA1	gene	HOM:51876886	HGNC
C10ORF141	INSYN2A	gene	HOM:51873924	HGNC
C10ORF142	LINC02881	gene	HGNC:51236	HGNC
C10ORF143	C10ORF143	gene	HOM:51886573	HGNC
C10ORF18	TASOR2	gene	HOM:51873933	HGNC
C10ORF2	TWNK	gene	HOM:51875163	HGNC
C10ORF21	CCNYL2	gene	HOM:51875298	HGNC
C10ORF22	ADO	gene	HOM:51871197	HGNC
C10ORF23	KNDC1	gene	HOM:51888010	HGNC
C10ORF24	STOX1	gene	HOM:51878798	HGNC
C10ORF25	ZNF22-AS1	gene	HGNC:23509	HGNC
C10ORF26	WBP1L	gene	HOM:51874449	HGNC
C10ORF27	TBATA	gene	HOM:51886076	HGNC
C10ORF28	R3HCC1L	gene	HOM:51874913	HGNC
C10ORF29	USP54	gene	HOM:51885742	HGNC
C10ORF3	CEP55	gene	HOM:51872219	HGNC
C10ORF30	BEND7	gene	HOM:51879734	HGNC
C10ORF31	CELF2-AS1	gene	HGNC:23515	HGNC
C10ORF32	BORCS7	gene	HOM:51883312	HGNC
C10ORF32-ASMT	BORCS7-ASMT	gene	HGNC:49183	HGNC
C10ORF33	PYROXD2	gene	HOM:51877109	HGNC
